Empire, Dar Williams
Empires, 10 Years
Entombment Of A Machine, Job for a Cowboy
Eveline, Nickel Creek
Everybody's Gone To War, Nerina Pallot
Everything Changes, Staind
Everything Is Alright, Motion City Soundtrack
Everytime We Touch, Cascada
Extraordinary Machine, Fiona Apple
F--k Was I, Jenny Owen Youngs
F--k You, Anna David
F.C.P.R.E.M.I.X, The Fall of Troy
Far Away, Nickelback
Father You Believed, Catman Cohen
Feel, Stereophonics
Feel Good Inc., Gorillaz
Feeling A Moment, Feeder
Fell In Love With the Game, Blindside
FFL, Foo Fighters
Fifteen Minutes Of Shame, Mann Friday
Fire Coming Out Of The Monkey's Head, Gorillaz
Fire To My Soul, Demon Hunter
Fireflies, Faith Hill
First Day Of My Life, Melanie C
Fix You, Coldplay
Fly Free, Debelah Morgan
Fly Like A Bird, Mariah Carey
Forever, Vertical Horizon
Forever, Moby
Forget to Remember, Mudvayne
Found A Way, Drake Bell
Foxtrot Uniform Charlie Kilo, Bloodhound Gang
Franklin, Paramore
Freak Me Out, Weezer
Friend Of A Friend, Foo Fighters
From December, Project 86
From Yesterday, 30 Seconds to Mars
Fully Alive, Flyleaf
Future Lovers, Madonna
Galvanize, The Chemical Brothers
Gasolina, Daddy Yankee
Georgia Rain, Trisha Yearwood
Get Him Back, Fiona Apple
Get Stoned, Hinder
Get Together, Madonna
Get Your Number, Mariah Carey
Ghosts, Robbie Williams
Gina In The Kings Road, Al Stewart
Girl, Beck
Give 'em All a Big Fat Lip, The Whigs
Global Warming, Gojira
Glósóli, Sigur Rós
Go Ask Shakespeare, Burt Bacharach
God Is A Lie, Wednesday 13
God Will Lift Up Your Head, Jars of Clay
Gold Digger, Kanye West
Gomenasai, t.A.T.u.
Gone, Kanye West
Gonna Get There Someday, Dierks Bentley
Good People, Jack Johnson
Goodbye My Lover, James Blunt
Gracie, Ben Folds
Grillz, Nelly
Guarded, Disturbed
Gunnin', Hedley
Haiti, Arcade Fire
Halcyon Daze, Hidden in Plain View
Halloween, matt pond PA
Hand of Blood, Bullet For My Valentine
Hang 'Em High, My Chemical Romance
Happens All The Time, Cold
Happy Is a Yuppie Word, Switchfoot
Harry Was A Champion, Chas & Dave
Hasbi Rabbi, Sami Yusuf
Hate It Or Love It, Game
Haunt You Every Day, Weezer
Have A Nice Day, Bon Jovi
Heady Riser, State Radio
Heard 'Em Say, Kanye West
Heard Somebody Say, Devendra Banhart
Heart and Soul, Meghan Trainor
Heart In A Cage, The Strokes
Heartbeats, José González
Helicopter, Bloc Party
Hell, Disturbed
Her West Was Wilder, Brooks & Dunn
Here For You, Neil Young
Heretics And Killers, Protest the Hero
Heroes, Shinedown
Hey Mama, Kanye West
Hey Scenesters!, The Cribs
Hey There Delilah, Plain White T's
Hicktown, Jason Aldean
Hide And Seek, Imogen Heap
History, Funeral for a Friend
Holy Mountains, System Of A Down
Home, Michael Bublé
Home, Will Young
Homecoming Queen, Hinder
Honestly, Cartel
Honky Tonk Badonkadonk, Trace Adkins
Honkytonk U, Toby Keith
Hoppipolla, Sigur Rós
How Could You, Mario
How Do You Get That Lonely, Blaine Larsen
How Do You Keep Love Alive, Ryan Adams
How I Go, Yellowcard
How I Want To Die, Catman Cohen
How To Deal, Frankie J
How To Save A Life, The Fray
Hung Up, Madonna
Hurricane Song, Allen Watty
Hypnotize, System Of A Down
Hypocrites, Korn
I Know You Well, Fountains of Wayne
I Love New York, Madonna
I Love That Man, Devendra Banhart
I Need You to Love Me, BarlowGirl
I Predict A Riot, Kaiser Chiefs
I Turn My Camera On, Spoon
I Walk Beside You, Dream Theater
I Walked With A Zombie, Wednesday 13
I Want To Hear What You Have Got To Say, The Subways
I Will Follow You into the Dark, Death Cab for Cutie
I Write Sins Not Tragedies, Panic! At The Disco
I'm Feeling You, Santana
I'm Shipping Up To Boston, Dropkick Murphys
I'm So Sick, Flyleaf
I'm Sorry, Flyleaf
If Everyone Cared, Nickelback
If I Could, Jack Johnson
If You Ask, Faith Hill
Imagine Me, Kirk Franklin
Immelman Turn, Al Stewart
In Christ Alone, Brian Littrell
In Like A Lion (Always Winter), Relient K
In The Fall, Twilight's Moon
In The Morning, The Coral
In This River, Black Label Society
In Your Honor, Foo Fighters
Inaction, We Are Scientists
Incident at Conklin Creek, Richmond Fontaine
Incomplete, Backstreet Boys
Inside Texas, Grey DeLisle
Inside Your Heaven, Carrie Underwood
Invisible, Ashlee Simpson
Is Love Enough?, Burt Bacharach
It Ends Tonight, The All-American Rejects
It's A Hit, We Are Scientists
It's Hard Out Here For A Pimp, Three 6 Mafia
It's Like That, Mariah Carey
Janice's Party, Fountains of Wayne
Jenny Wren, Paul McCartney
"Jesus, Take The Wheel", Carrie Underwood
Jesusland, Ben Folds
Jezebel, Iron & Wine
Joanna, Grey DeLisle
"John Wayne Gacy, Jr.", Sufjan Stevens
Johnny, Craig David
Johnny Met June, Shelby Lynne
Joker & The Thief, Wolfmother
Judas Rising, Judas Priest
Juicebox, The Strokes
Just a Little More, Joe Nichols
Just Like Frank Zappa, Don Imus
Just Want You To Know, Backstreet Boys
Karen, The National
Kenji, Fort Minor
Kill Devil Hill, Bruce Dickinson
Kill Rock N' Roll, System Of A Down
Killing Loneliness, HIM
King Of The Mountain, Kate Bush
La La, Ashlee Simpson
La Tortura, Shakira
Laffy Taffy, D4L
Land Locked Blues, Bright Eyes
Landed, Ben Folds
Landing In London (All I Think About Is You), 3 Doors Down
Last Sunrise, Aiden
Last Tattoo, Rehab
Late, Ben Folds
Lazarus, Porcupine Tree
Leaders of the Free World, Elbow
Leb die Sekunde, Tokio Hotel
Let Me Be, Xavier Rudd
Let Me Go, 3 Doors Down
Let Me Hold You, Bow Wow
Let There Be Love, Oasis
Letter To God, Sheryl Crow
Life Is Good, Jo Dee Messina
Lift Me Up, Moby
Light The Universe, Helloween
Lights And Sounds, Yellowcard
"Like Father, Like Son", Game
Lips Of An Angel, Hinder
Little Sister, Queens of the Stone Age
Livin' on Key West Time, Howard Livingston
Living in Fast Forward, Kenny Chesney
London Beckoned Songs About Money Written By Machines, Panic! At The Disco
Lonely Day, System Of A Down
Lonely Nation, Switchfoot
Lonely No More, Rob Thomas
Long Distance, The Naked Brothers Band
Long Haired Child, Devendra Banhart
Long Road Out Of Here, Juliette and the Licks
Look After You, The Fray
Looking At The World From The Bottom Of A Well, Mike Doughty
Lose Control, Missy Elliott
Losing Becomes Too Easy, Sananda Maitreya
Lost And Found, Will Smith
Lost In Hollywood, System Of A Down
Lot Of Leavin' Left To Do, Dierks Bentley
Love Like A Bomb, Oasis
Love Me Like You, The Magic Numbers
Love?, Strapping Young Lad
Luxurious, Gwen Stefani
Lying Is The Most Fun A Girl Can Have Without Taking Her Clothes Off, Panic! At The Disco
Lyla, Oasis
M.I.A., Avenged Sevenfold
M.I.A., 7 Year Bitch
Mahiya, Annie Khalid
Make Me Pure, Robbie Williams
Making Memories Of Us, Keith Urban
Mandy, Jonas Brothers
Mann Gegen Mann, Rammstein
Marching Bands of Manhattan, Death Cab for Cutie
Martin Sheen Or JFK, Yellowcard
Mary, The Subways
Matamoros Banks, Bruce Springsteen
Messages, Xavier Rudd
Mina Loy (M.O.H.), Billy Corgan
Modern Day Drifter, Dierks Bentley
Mother, Sami Yusuf
Mountain Of God, Third Day
Move Along, The All-American Rejects
Moving On, Mercury Rev
Mucky Fingers, Oasis
My Alibi, Blindside
My Best Friend, Weezer
My Diary, Jim Jones
My Doorbell, The White Stripes
My Girlfriend Forgot Me This Christmas, The Click Five
My Give A Damn's Busted, Jo Dee Messina
My Heroine, Silverstein
My Humps, The Black Eyed Peas
My Life Is In Storage, Frank Black
"Nails For Breakfast, Tacks For Snacks", Panic! At The Disco
Naïve, The Kooks
Never Gonna Be the Same, Sean Paul
Never Know, Jack Johnson
Never Let This Go, Paramore
Next Best Superstar, Melanie C
Next Contestant, Nickelback
Niki FM, Hawthorne Heights
No, Shakira
No Crying No More, Bic Runga
No Goodbyes, The Subways
No Hard Feelings, Bloodhound Gang
No Other Way, Jack Johnson
No Surprise, Theory Of A Deadman
"Nobody Move, Nobody Get Hurt", We Are Scientists
Nobody Puts Baby In The Corner, Fall Out Boy
O, Omarion
O' Sailor, Fiona Apple
Of All The Gin Joints In All The World, Fall Out Boy
Oh, Ciara
Oh Yeah, The Subways
Ohio Is For Lovers, Hawthorne Heights
Old Dirt Hill, Dave Matthews Band
Old School Hollywood, System Of A Down
On The Mend, Foo Fighters
Once In A Million Years, Blackmore's Night
One Way Ticket, The Darkness
One Word, Kelly Osbourne
Only, Nine Inch Nails
Only You, Josh Kelley
Ooh La La, Goldfrapp
Our Lawyers Made Us Change The Name Of This Song So We Wouldn't Get Sued, Fall Out Boy
Out of Exile, Audioslave
Over My Head (Cable Car), The Fray
Over To You Now, Britney Spears
Palahniuk's Laughter, Fightstar
Paperthin Hymn, Anberlin
Pardon Me, Weezer
Paris, Faith Hill
Part I: Broken Bride, Ludo
Part Of The Queue, Oasis
Parting Gift, Fiona Apple
Party's Over, Son of Dork
Peace, Weezer
Penholder, Flyleaf
Perfect, Flyleaf
Perfect Situation, Weezer
Phenomenal Woman, Olivia Newton-John
Photograph, Nickelback
Pieces, Sevendust
Piggy Bank, 50 Cent
Poetically Pathetic, Amber Pacific
Politicians, Switchfoot
Politics, Korn
Pon De Replay, Rihanna
Pop Princess, The Click Five
Prairie Wind, Neil Young
Praise You In This Storm, Casting Crowns
Precious, Depeche Mode
Pressure, Paramore
Pretty Girl, Sugarcult
Pretty Vegas, INXS
Prevent This Tragedy, Alkaline Trio
Prey, 10 Years
Pull Harder on the Strings of your Martyr, Trivium
Pump It, The Black Eyed Peas
Put Back The Stars, Blindside
Que Onda Guero, Beck
Question!, System Of A Down
Radio/Video, System Of A Down
Rain, Trivium
Rain Fall Down, The Rolling Stones
Raining Again, Moby
Ralph Wiggum, Bloodhound Gang
Random Acts Of Kindness, Robbie Williams
Ray, Millencolin
Raze, Exodus
Real Killers, Thug Fam
Red Red Red, Fiona Apple
Red Sam, Flyleaf
Red Water, Rehab
Remedy, Seether
Remember The Name, Fort Minor
Remote Control, R. Kelly
Rescued, Jack's Mannequin
Resolve, Foo Fighters
Rette mich, Tokio Hotel
Revolution, Judas Priest
Riding To Vanity Fair, Paul McCartney
Right Here, Staind
Road to Joy, Bright Eyes
Robot Rock, Daft Punk
Rock 'n' Roll Queen, The Subways
Rockstar, Nickelback
Room 409, Bullet For My Valentine
Room With A View, Tina Dico
Rosenrot, Rammstein
Rough Justice, The Rolling Stones
"Rough Landing, Holly", Yellowcard
Run It!, Chris Brown
"S--t Arm, Bad Tattoo", Half Man Half Biscuit
Sacrificed Sons, Dream Theater
Sadie, Alkaline Trio
Sally Gal, Bob Dylan
Santa Monica, Theory Of A Deadman
Saturday Night, Kaiser Chiefs
Save Me, Shinedown
Save Your Scissors, City and Colour
Savin' Me, Nickelback
Say After Me, Bic Runga
Say Anything (Else), Cartel
Say Goodbye, Chris Brown
Schrei, Tokio Hotel
Scotch & Chocolate, Nickel Creek
Sculpting The Throne Of Seth, Behemoth
Searching for a Former Clarity, Against Me!
Seasons To Cycles, 10 Years
Seize The Day, Avenged Sevenfold
Self Suicide, Goldie Lookin Chain
Serial Killers Know How To Party, The Schoolyard Heroes
Shadow, Ashlee Simpson
Shake It Off, Mariah Carey
She Falls Asleep (Part 2), McFly
She Says, Unwritten Law
She's Everything, Brad Paisley
Shine On, Ryan Cabrera
Shot You Down, Audio Bullys
Side Of A Bullet, Nickelback
Sidewinder, Avenged Sevenfold
Sin Sin Sin, Robbie Williams
"Sitting, Waiting, Wishing", Jack Johnson
Slip Out The Back, Fort Minor
Slow Down, The Academy Is...
Smile In Your Sleep, Silverstein
Sniped, CKY
So Good, Rachel Stevens
So I Thought, Flyleaf
So Long Jimmy, James Blunt
So She's Leaving, The Trews
Soldier Side, System Of A Down
Somebody Take Me Home, Kenny Chesney
Somehow, Drake Bell
Something Diabolical, Bloodhound Gang
Songs About Me, Trace Adkins
Sons Of Plunder, Disturbed
Sophomore Slump Or Comeback Of The Year, Fall Out Boy
Sorrow, Flyleaf
Soul Meets Body, Death Cab for Cutie
Soul Survivor, Jeezy
Space Ship One, Paul Gilbert
Speaker For The Dead, Gatsbys American Dream
Speed of Sound, Coldplay
Spider's Web, Katie Melua
Spiders, Moby
Stained Glass Masquerade, Casting Crowns
Stand Up, A Static Lullaby
Staple It Together, Jack Johnson
Stars, Switchfoot
Start Today, Fall Out Boy
Starts With Goodbye, Carrie Underwood
Station Approach, Elbow
Stealing Kisses, Faith Hill
Stealing Society, System Of A Down
Straight To Video, Mindless Self Indulgence
Streetcar, Funeral for a Friend
Strength Of The World, Avenged Sevenfold
Stricken, Disturbed
Suddenly I See, KT Tunstall
Suddenly Tragic, CKY
Sugar We're Going Down, Fall Out Boy
Suicide Messiah, Black Label Society
Sumiregusa (Wild Violet), Enya
Summer Skin, Death Cab for Cutie
Summertime, Kenny Chesney
Supergirl, Hilary Duff
Sure Thing Falling, Yellowcard
Suspension, Mae
Sweet Neo Con, The Rolling Stones
Swimmers, Broken Social Scene
Take Me As I Am, Mary J. Blige
Take Your Mama, Scissor Sisters
"Take, Take, Take", The White Stripes
Talk, Coldplay
Taper Jean Girl, Kings of Leon
Tear My World Apart, Greeley Estates
Technology, The Whigs
Teen For God, Dar Williams
Teenage, Deftones
Ten Thousand Fists, Disturbed
Ten Years, Joe Perry
Tequila Makes Her Clothes Fall Off, Joe Nichols
Tessie, Dropkick Murphys
That's My Goal, Shayne Ward
The Avenue, Roll Deep
The Ballad of Paul K, McFly
"The Beast And Dragon, Adored", Spoon
The Connecton, Emmylou Harris
The Corner, Common
The Crime Of Being Me, Catman Cohen
The Crimson, Atreyu
The Damage In Your Heart, Weezer
The Darkest Nights, As I Lay Dying
The Denial Twist, The White Stripes
The Eighth Station of the Cross Kebab House, Belle & Sebastian
The Fallen, Franz Ferdinand
The Final, Dir en Grey
The First Day of My Life, Bright Eyes
The Geese Of Beverly Road, The National
The Girl Who Was Born Without A Face, The Schoolyard Heroes
The Green Fields Of France, Dropkick Murphys
The Hand That Feeds, Nine Inch Nails
The Importance Of Being Idle, Oasis
The Infanta, The Decemberists
The Innocent Ones, Hidden in Plain View
The JCB Song, Nizlopi
The Kill (Bury Me), 30 Seconds to Mars
The Last Letter Home, Dropkick Murphys
The Last Song, Foo Fighters
The Lights And Buzz, Jack's Mannequin
The Mariner's Revenge Song, The Decemberists
The Meaning Of Soul, Oasis
The Nurse, The White Stripes
The One, Memphis Bleek
The Only Difference Between Martyrdom And Suicide Is Press Coverage, Panic! At The Disco
The Other Shoe, Eels
The Other Way, Weezer
The Painter's Link, Kate Bush
The Power of Orange Knickers, Tori Amos
The Real Thing, Bo Bice
The Recipe, 10 Years
The Rift, Ween
The Root of All Evil, Dream Theater
The Scene Is Dead, We Are Scientists
The Seventh Trumpet, August Burns Red
The Shake, Kisschasy
The Suffering, Coheed and Cambria
The Trouble With Me, Robbie Williams
The Warehouse Life, Richmond Fontaine
The Warrior's Code, Dropkick Murphys
The Watch, Ghostface Killah
The Way You Lived, CKY
The Wicked End, Avenged Sevenfold
The Widow, The Mars Volta
The Willing Well I: Fuel For The Feeding End, Coheed and Cambria
The World As We Know It, Scary Kids Scaring Kids
The Worm, Audioslave
The Zookeeper's Boy, Mew
There For You, Flyleaf
"There's A Good Reason These Tables Are Numbered Honey, You Just Haven't Thought Of It Yet", Panic! At The Disco
They, Jem
Thing's Aren't Gonna Change, The Cribs
This Is A Heart Attack, Blindside
This Is Such A Pity, Weezer
This Modern Love, Bloc Party
This Old Guitar, Neil Young
This Time, Blindside
This Town, Rehab
This Town Ain't Big Enough For Both Of Us, British Whale
Ticket Outta Loserville, Son of Dork
Time To Dance, Panic! At The Disco
Timor, Shakira
Tonight I Wanna Cry, Keith Urban
Tripled Manic State, CKY
Tripping, Robbie Williams
Tunnel, Third Day
Turn Soonest to the Sea, Protest the Hero
Twist My Hair, Divine Brown
Two Weeks From Twenty, Yellowcard
Tymps (the Sick in the Head Song), Fiona Apple
U-Fig, System Of A Down
Ugly, Sugababes
Unwritten, Natasha Bedingfield
Valley Of Angels, Bo Bice
Venus (In our Blood), HIM
Vicinity Of Obscenity, System Of A Down
Vienna, The Fray
Violent Pornography, System Of A Down
Voices, Ryan Adams
Waitin' on a Woman, Brad Paisley
Wake Up, Coheed and Cambria
Walk Away, Franz Ferdinand
Walk Away, Kelly Clarkson
Waltz (Better Than Fine), Fiona Apple
Wasted, Carrie Underwood
Wasteland, 10 Years
Waterslides, The Aquabats
We Are All Animals, The Rakes
We Are All on Drugs, Weezer
We Be Burnin', Sean Paul
We Belong Together, Mariah Carey
We Both Go Down Together, The Decemberists
We Don't Care Anymore, Story of the Year
We Spoke Of God, Catman Cohen
We're All Going To Die, Blindside
Welcome Home, Coheed and Cambria
Welcome to Jamrock, Damian Marley
Wellhorn Yards, Richmond Fontaine
What If, Nichole Nordeman
What Katy Did Next, Babyshambles
What Sarah Said, Death Cab for Cutie
What The Hell Is Going On, Elvin Bishop
Whatever Happened to Soy Bomb, Eels
When Did You Fall In Love With Me, Chris Rice
When I Get Where I'm Going, Brad Paisley
When I Got Troubles, Bob Dylan
When I'm Gone, Eminem
When the President Talks To God, Bright Eyes
Where Did It Go?, Burt Bacharach
Where Were You?, Jo Dee Messina
Where'd You Go, Fort Minor
White Moon, The White Stripes
White Shadows, Coldplay
White Trash Girl, Candye Kane
White Unicorn, Wolfmother
Who Are These People?, Burt Bacharach
Who I Am Hates Who I've Been, Relient K
Who Says You Can't Go Home, Bon Jovi
Why Are You Looking Grave?, Mew
Williamsburg Will Oldham Horror, Jeffrey & Jack Lewis
Wing My Way, Kotoko
Wings Of A Butterfly, HIM
Winning Arrow, Bic Runga
Wires, Athlete
Wisemen, James Blunt
With You, The Subways
Woman, Wolfmother
Wonder, Megan McCauley
"Work, Work, Work (Pub, Club, Sleep)", The Rakes
Wraith Pinned To The Mist (And Other Games), Of Montreal
Wreck Of The Day, Anna Nalick
Wrong Man, Deep Purple
Yamkela, Blindside
Yesterday's Preacher, Legacy Five
Yo (Excuse Me Miss), Chris Brown
You And Me, Lifehouse
You Are Loved, Rebecca St. James
You Must Be Bleeding Under Your Eyelids, Blindside
You Only Live Once, The Strokes
You Raise Me Up, Westlife
You'll Rebel To Anything (As Long As It's Not Challenging), Mindless Self Indulgence
You're Beautiful, James Blunt
You've Made Us Conscious, The Audition
Your Game, Will Young
Your Man, Josh Turner
Your Sandal String, Joel Rafael
