title,artist_x,artist_y,hit,collab
Lights Come On,Jason Aldean,Jason Aldean,1.0,0.0
Lights Down Low,Max,Max,0.0,0.0
Like an Arrow,Blackberry Smoke,,0.0,0.0
Like I Would,Zayn,Zayn,1.0,0.0
Like Sand,In Flames,,0.0,0.0
Limerent Death,The Dillinger Escape Plan,,0.0,0.0
Line Without A Hook,Ricky Montgomery,,0.0,0.0
Lion and the Lamb,Leeland,,0.0,0.0
Lions,Skillet,,0.0,0.0
Liquor Locker,Vic Mensa,,0.0,0.0
Lit,Trace Adkins,,0.0,0.0
Little Baby,M. Ward,,0.0,0.0
Little Drum,Frightened Rabbit,,0.0,0.0
Litty,Meek Mill,Meek Mill Featuring Tory Lanez,1.0,1.0
Live It Well,Switchfoot,,0.0,0.0
Living Lux,Bloc Party,,0.0,0.0
Lo Lamento,Love and Death,,0.0,0.0
Location,Khalid,Khalid,1.0,0.0
Lock & Load,The Devil Wears Prada,,0.0,0.0
Lockjaw,French Montana,French Montana Featuring Kodak Black,1.0,1.0
London Bridge,Twenty88,,0.0,0.0
London Lights,With Confidence,,0.0,0.0
Lone Ranger,Rachel Platten,,0.0,0.0
Lonely Call,RaeLynn,,0.0,0.0
Lonely Girl,Charles Kelley,,0.0,0.0
Lonely Woman,Devendra Banhart,,0.0,0.0
Lonesomeville,William Michael Morgan,,0.0,0.0
Long Live Love,LeAnn Rimes,,0.0,0.0
Longer,Lydia Loveless,,0.0,0.0
Look Alive,Rae Sremmurd,Rae Sremmurd,1.0,0.0
Look in Their Eyes,David Crosby,,0.0,0.0
Look Out Yonder,Randy Rogers Band,,0.0,0.0
Lord Intended,De La Soul,,0.0,0.0
Los Angeles,blink-182,,0.0,0.0
Lose It,Flume,Flume,0.0,0.0
Lose Your Head,Katy B,,0.0,0.0
Loser,Beartooth,,0.0,0.0
Losin Control,Russ,Russ,1.0,0.0
Losing My Mind,Charlie Puth,,0.0,0.0
Lost Weekend,Pete Yorn,,0.0,0.0
Lostmyhead,The 1975,,0.0,0.0
Louder than the DJ,Billy Talent,,0.0,0.0
Louisiana Story,Lucinda Williams,,0.0,0.0
Love Can Go to Hell,Brandy Clark,,0.0,0.0
Love Drought,Beyoncé,,0.0,0.0
Love Is The Truth,Jack White,,0.0,0.0
Love Is..,Dinosaur Jr.,,0.0,0.0
Love Line,LeAnn Rimes,,0.0,0.0
Love Makes the World Go Round,Santana,,0.0,0.0
Love Me Now,John Legend,John Legend,1.0,0.0
Love on Me,Galantis,,0.0,0.0
Love on the Brain,Rihanna,,0.0,0.0
Love on the Weekend,John Mayer,,0.0,0.0
Love Somebody,St. Lucia,St. Lucia,0.0,0.0
Love Triangle,RaeLynn,,0.0,0.0
Love Will Find You,Kris Allen,,0.0,0.0
"Love, Hope and Misery",Jake Bugg,,0.0,0.0
Loving Me Back,Brothers Osborne,,0.0,0.0
Low Lands,Gojira,,0.0,0.0
Low Life,Future,Future Featuring The Weeknd,1.0,1.0
Low Lights,Kanye West,,0.0,0.0
Lucky,Aurora,,0.0,0.0
Luv,Tory Lanez,Tory Lanez,1.0,0.0
Lying In State,Megadeth,,0.0,0.0
M.I.L.F. $,Fergie,Fergie,1.0,0.0
Machines,Camryn,,0.0,0.0
Mad,Solange,,0.0,0.0
Mad Behaviour,Izzy Bizu,,0.0,0.0
Mad Love,The Pretty Reckless,,0.0,0.0
Mad Love.,JoJo,,0.0,0.0
Magma,Gojira,,0.0,0.0
Magnetised,Tom Odell,,0.0,0.0
Make Me,Britney Spears,,0.0,0.0
Make Me (Cry),Noah Cyrus,Noah Cyrus Featuring Labrinth,1.0,1.0
Make Me Like You,Gwen Stefani,Gwen Stefani,1.0,0.0
Make You Mine,High Valley,,0.0,0.0
Makin' Me Look Good Again,Drake White,,0.0,0.0
Mama,Dolly Parton,,0.0,0.0
Mama's Gun,Glass Animals,,0.0,0.0
Man,Skepta,,0.0,0.0
Man On The Moon,Britney Spears,,0.0,0.0
ManUNkind,Metallica,,0.0,0.0
Map Of My Heart,Mary Chapin Carpenter,,0.0,0.0
Marching Into the Dark,John Legend,,0.0,0.0
Mardi Gras,Dierks Bentley,,0.0,0.0
Marie Laveau,Volbeat,,0.0,0.0
Mary Jane Kelly,Volbeat,,0.0,0.0
"May 21, 2012",Donovan Woods,,0.0,0.0
May We All,Florida Georgia Line,Florida Georgia Line Featuring Tim McGraw,1.0,1.0
Maybe It's A Good Thing,KT Tunstall,,0.0,0.0
Mayday,Boys Noize,,0.0,0.0
Me & You,George Ezra,,0.0,0.0
Me and Your Mama,Childish Gambino,,0.0,0.0
Me Too,Meghan Trainor,Meghan Trainor,1.0,0.0
Me Without You,Gwen Stefani,,0.0,0.0
Mean What I Mean,AlunaGeorge,,0.0,0.0
Medicine,Biffy Clyro,Biffy Clyro,0.0,0.0
Medieval Warfare,Grimes,,0.0,0.0
Memento Mori,Architects,,0.0,0.0
Mercy,Shawn Mendes,Shawn Mendes,1.0,0.0
Merica,Granger Smith,,0.0,0.0
Messin' Around,Pitbull,Pitbull Featuring Enrique Iglesias,1.0,1.0
Meteorite,Years & Years,,0.0,0.0
Mexico,Danny Worsnop,,0.0,0.0
Middle of a Memory,Cole Swindell,,0.0,0.0
Might Be,Luke Nasty,DJ Luke Nasty,1.0,1.0
Might Not,Belly,Belly Featuring The Weeknd,1.0,1.0
Million Eyes,The Coral,,0.0,0.0
Million Reasons,Lady Gaga,Lady Gaga,1.0,0.0
Millionaire,Cash Cash,Cash Cash,0.0,0.0
Mind of Mindd (Intro),Zayn,,0.0,0.0
Mindful,K. Michelle,,0.0,0.0
Miracle Aligner,The Last Shadow Puppets,,0.0,0.0
Misery,Gwen Stefani,,0.0,0.0
Missin U,Usher,,0.0,0.0
Missing,William Michael Morgan,,0.0,0.0
Mixed Signals,Robbie Williams,,0.0,0.0
MLK Song,Mavis Staples,,0.0,0.0
Mobbin' Out,I See Stars,,0.0,0.0
Modern Love,The Courteeners,,0.0,0.0
Mom,Meghan Trainor,,0.0,0.0
Moment of Betrayal,Dream Theater,,0.0,0.0
Momma and Jesus,Tucker Beathard,,0.0,0.0
Mona Lisa,The Lonely Island,The Lonely Island,0.0,0.0
Monday,Matt Corby,,0.0,0.0
Money,Lawson,Lawson,0.0,0.0
Money Longer,Lil Uzi Vert,Lil Uzi Vert,1.0,0.0
Mood Ring,Britney Spears,,0.0,0.0
Moonbeam Levels,Prince,,0.0,0.0
Moonlight,Ariana Grande,Ariana Grande,0.0,0.0
More Middle Fingers,Justin Moore,,0.0,0.0
Morning in LA,White Lies,,0.0,0.0
Moth Into Flame,Metallica,,0.0,0.0
Mother E,Filter,,0.0,0.0
Mother Earth,Banks,,0.0,0.0
Motherf---ker,Robbie Williams,,0.0,0.0
Move,Rat Boy,Rat Boy,0.0,0.0
Move Your Body,Sia,,0.0,0.0
Mr. Know It All,Young the Giant,Young the Giant,0.0,0.0
Muchacho,Kings of Leon,,0.0,0.0
Murder Mack (Roy Norris & Lawrence Bittaker),Rich Hillen Jr.,,0.0,0.0
Murder One,Metallica,,0.0,0.0
Murdered Out,Kim Gordon,,0.0,0.0
Music Is Healing,Florida Georgia Line,,0.0,0.0
Music Takes Me,School of Seven Bells,,0.0,0.0
Music.,JoJo,,0.0,0.0
My Blood,AlunaGeorge,,0.0,0.0
My Champion,Alter Bridge,,0.0,0.0
My Eyes,The Lumineers,The Lumineers,0.0,0.0
My Eyes,Charred Walls of the Damned,Charred Walls of the Damned,0.0,0.0
My Favorite Part,Mac Miller,,0.0,0.0
My Girl,Dylan Scott,Dylan Scott,1.0,0.0
My Gospel,Charlie Puth,,0.0,0.0
My Hood,Ray BLK,,0.0,0.0
My House,Jennifer Nettles,Jennifer Nettles,0.0,0.0
My Night Sky,DevilDriver,,0.0,0.0
My P.Y.T.,Wale,,0.0,0.0
My S---,A Boogie Wit Da Hoodie,,0.0,0.0
My Shot (Rise Up Remix),The Roots,,0.0,0.0
My Way,Calvin Harris,Calvin Harris,1.0,0.0
My Willing Heart,James Blake,,0.0,0.0
Myself At Last,Graham Nash,,0.0,0.0
Mystery of a Blood Red Rose,Avantasia,,0.0,0.0
Naivety,A Day to Remember,,0.0,0.0
Nan,Laura Mvula,,0.0,0.0
Nana,The 1975,,0.0,0.0
Napoleon Complex,The Divine Comedy,,0.0,0.0
Nas Album Done,DJ Khaled,,0.0,0.0
Nature Driver,Steve Gunn,,0.0,0.0
Naughty,Gwen Stefani,,0.0,0.0
Need Freedom,Empire Cast,,0.0,0.0
Needed Me,Rihanna,Rihanna,1.0,0.0
Neighbors,J. Cole,J. Cole,1.0,0.0
Never Be Like You,Flume,Flume Featuring Kai,1.0,1.0
Never Better,Raleigh Ritchie,,0.0,0.0
Never Ending,Rihanna,,0.0,0.0
Never Ever,Röyksopp,,0.0,0.0
Never Wanna Dance,Jake Bugg,,0.0,0.0
Nevermind,Dennis Lloyd,Dennis Lloyd,1.0,0.0
New Bae,Vic Mensa,,0.0,0.0
New Level,A$ap Ferg,A$ap Ferg,0.0,0.0
New Song,Warpaint,,0.0,0.0
New Year's Day,Bon Jovi,,0.0,0.0
Night Drive,Garbage,,0.0,0.0
Night People,You Me at Six,,0.0,0.0
Night Shift,Jon Pardi,Jon Pardi,1.0,0.0
Night Wander,Steve Gunn,,0.0,0.0
Nights,Frank Ocean,,0.0,0.0
Nightstand,K. Michelle,,0.0,0.0
Nihilist,Architects,,0.0,0.0
Nikes,Frank Ocean,,0.0,0.0
No,Meghan Trainor,Meghan Trainor,1.0,0.0
No Broken Hearts,Bebe Rexha,,0.0,0.0
No Heart,21 Savage and Metro Boomin,21 Savage and Metro Boomin,0.0,0.0
No Justice,Ty Dolla $ign,,0.0,0.0
No Lie,Sean Paul,Sean Paul,0.0,0.0
No Limit,Usher,Usher Featuring Young Thug,1.0,1.0
No Love Like Yours,Edward Sharpe & the Magnetic Zeros,,0.0,0.0
No Money,Galantis,Galantis,1.0,0.0
No More Interviews,Big Sean,,0.0,0.0
No More Parties in L.A.,Kanye West,,0.0,0.0
No More Sad Songs,Little Mix,,0.0,0.0
No One Knows,Justin Rutledge,,0.0,0.0
No One Will Ever Replace Us,The Courteeners,,0.0,0.0
No Plan,David Bowie,,0.0,0.0
No Problem,Chance the Rapper,Chance the Rapper,0.0,0.0
No Roots,Alice Merton,,0.0,0.0
No Shopping,French Montana,French Montana Featuring Drake,1.0,1.0
No Sleep,Twin Atlantic,,0.0,0.0
No Time For It,Fantasia,,0.0,0.0
Nobody Wins,Brian Fallon,,0.0,0.0
Noise,Kenny Chesney,Kenny Chesney,1.0,0.0
Not a Little Bit,K. Michelle,,0.0,0.0
Not Above Love,AlunaGeorge,,0.0,0.0
Not Enough Whiskey,Kiefer Sutherland,,0.0,0.0
Not Gonna Break Me,Jamie N Commons,,0.0,0.0
Not Nice,PartyNextDoor,PartyNextDoor,0.0,0.0
Not That Kinda Girl,Fifth Harmony,,0.0,0.0
Not Today,Imagine Dragons,,0.0,0.0
Nothing But Love,James,,0.0,0.0
Nothing Like This,Blonde & Craig David,,0.0,0.0
Nothing's Real,Shura,,0.0,0.0
Novocaine Heart,Kandace Springs,,0.0,0.0
Now and Later,Sage The Gemini,,0.0,0.0
Now That We're Dead,Metallica,,0.0,0.0
Nowhere Without You,Craig Morgan,,0.0,0.0
Numb,Melanie C,Melanie C,1.0,0.0
Numbers,Skepta,Skepta,0.0,0.0
O B 1,Jagwar Ma,,0.0,0.0
Obsessed,Dan + Shay,,0.0,0.0
Ocean Eyes,Billie Eilish,Billie Eilish,1.0,0.0
Ode to Meadow,Yoko Ono,,0.0,0.0
Of All Kind,Maxwell,,0.0,0.0
Oh My God,The Pretty Reckless,,0.0,0.0
Oh My Soul,Casting Crowns,,0.0,0.0
Oh Rosetta,Mary Chapin Carpenter,,0.0,0.0
"Oh, Sunday Night",Carrie Underwood,,0.0,0.0
Ojai,Lissie,,0.0,0.0
Old Church Choir,Zach Williams,,0.0,0.0
Old Man's Symphony,David Nail,,0.0,0.0
Old Skool,Metronomy,,0.0,0.0
Olé,John Newman,,0.0,0.0
OMFG,Lil Peep,,0.0,0.0
On a Bang,Biffy Clyro,,0.0,0.0
On Hold,The xx,,0.0,0.0
On My Heart,School of Seven Bells,,0.0,0.0
On My One,Jake Bugg,,0.0,0.0
On My Own,Bear Mountain,,0.0,0.0
On the Nights You Stay Home,Donovan Woods,,0.0,0.0
On the Way,Twenty88,,0.0,0.0
On Your Side,The Veronicas,,0.0,0.0
Once,Maren Morris,,0.0,0.0
Once For All,Paul Baloche,,0.0,0.0
One Dance,Drake,Drake Featuring WizKid & Kyla,1.0,1.0
One Day I'll Fly Away,Vaults,,0.0,0.0
One Hell Of A Song,Mike Posner,,0.0,0.0
One More Thrill,KOLARS,,0.0,0.0
One More Time,Craig David,,0.0,0.0
One of Those Days,Little Big Town,,0.0,0.0
One Sided War,Michael Sweet,,0.0,0.0
One Step Away,Casting Crowns,,0.0,0.0
One Strike,All Saints,,0.0,0.0
One Woman Man,All Saints,,0.0,0.0
Only He Can Heal Me,Bloc Party,,0.0,0.0
OOOUUU,Young M.A,Young M.A,1.0,0.0
Open Water,Steady Holiday,,0.0,0.0
Ophelia,The Lumineers,The Lumineers,1.0,0.0
Ordinary World,Green Day,,0.0,0.0
Other People,The Divine Comedy,,0.0,0.0
Other People,LP,,0.0,0.0
Our Town,Tyler Farr,,0.0,0.0
Out of Style,Jon Pardi,,0.0,0.0
Outlaws,Green Day,,0.0,0.0
Over,Kings of Leon,Kings of Leon,0.0,0.0
Over And Over,The Goo Goo Dolls,,0.0,0.0
Overcome,Laura Mvula,,0.0,0.0
Overtime,ScHoolboy Q,,0.0,0.0
Oxygen,Catfish and the Bottlemen,,0.0,0.0
Paid,Pusha T & Jeremih,,0.0,0.0
Pain,Of Mice & Men,,0.0,0.0
Pain,De La Soul,,0.0,0.0
Painkillers,Brian Fallon,,0.0,0.0
Pam the Hawk,Madness,,0.0,0.0
Paracetamol,Declan McKenna,,0.0,0.0
Parachute,Kaiser Chiefs,Kaiser Chiefs,0.0,0.0
Paradigm,Avenged Sevenfold,,0.0,0.0
Paradise,Benny Benassi,Benny Benassi,0.0,0.0
Paraguay,Iggy Pop,,0.0,0.0
Paranoia,A Day to Remember,,0.0,0.0
Paris,The 1975,The 1975,0.0,0.0
Party,Chris Brown,Chris Brown Featuring Usher & Gucci Mane,1.0,1.0
Party Like A Russian,Robbie Williams,,0.0,0.0
Party Monster,The Weeknd,The Weeknd,1.0,0.0
Pass The Baby,Jimmy Eat World,,0.0,0.0
Patience,Shawn Mendes,,0.0,0.0
Patient,Post Malone,,0.0,0.0
Pave,Britt Nicole,,0.0,0.0
Pawn Shop,Brothers Osborne,,0.0,0.0
Penthouse Floor,John Legend,,0.0,0.0
People,Laura Mvula,,0.0,0.0
Pep Rally,Missy Elliott,,0.0,0.0
Perfect Illusion,Lady Gaga,Lady Gaga,1.0,0.0
Perfect Strangers,Jonas Blue,,0.0,0.0
Perm,Bruno Mars,,0.0,0.0
Phantom Bride,Deftones,,0.0,0.0
Phenomenal Woman,Laura Mvula,,0.0,0.0
Piano,Cassadee Pope,,0.0,0.0
Pick Up,Dierks Bentley,,0.0,0.0
Pick Up The Phone,Travis Scott,Young Thug And Travis Scott Featuring Quavo,1.0,1.0
Pick Up the Pieces (Outro),Gucci Mane,,0.0,0.0
Picture Perfect,Skylar Grey,,0.0,0.0
Pillowtalk,Zayn,Zayn,1.0,0.0
Pink + White,Frank Ocean,,0.0,0.0
Pipe Dreams,Nelly Furtado,,0.0,0.0
Pity Party,Melanie Martinez,,0.0,0.0
Plane Song,Katie Melua,,0.0,0.0
Play God,Ani DiFranco,,0.0,0.0
Play That Song,Train,Train,1.0,0.0
Please Come for Me,Korn,,0.0,0.0
Please Don't Go,Joel Adams,,0.0,0.0
Pneumonia,Danny Brown,,0.0,0.0
Poison In Your Veins,Alter Bridge,,0.0,0.0
Poisonous Shadows,Megadeth,,0.0,0.0
Pol Roger,Jimmy Eat World,,0.0,0.0
Police Get Away Wit Murder,YG,,0.0,0.0
Police Tapes,Jamie T.,,0.0,0.0
Polymorphing,Chairlift,,0.0,0.0
Pop Style,Drake,Drake Featuring The Throne,1.0,1.0
Pops,Angel Olsen,,0.0,0.0
Pork Soda,Glass Animals,,0.0,0.0
Power,Little Mix,,0.0,0.0
Power Over Men,Jamie T.,,0.0,0.0
PPAP (pen-pineapple-apple-pen),Piko-Taro,,0.0,0.0
Praise Poison,The Devil Wears Prada,,0.0,0.0
Pray You Catch Me,Beyoncé,,0.0,0.0
Prayers for the Damned,Sixx: A.M.,,0.0,0.0
Prayers/Triangles,Deftones,,0.0,0.0
Present Tense,Radiohead,,0.0,0.0
Press Rewind,Kaiser Chiefs,,0.0,0.0
Pretty Grids,Jimmy Eat World,,0.0,0.0
Pretty Peggy,Wolfmother,,0.0,0.0
Pretty Woman,Robbie Williams,,0.0,0.0
Priceless,For King & Country,,0.0,0.0
Pride,Kevin Gates,,0.0,0.0
Primary Colours,Magic!,,0.0,0.0
Prisoner,Steve Angello,Steve Angello,1.0,0.0
Private,Olly Murs,,0.0,0.0
Private Show,Britney Spears,,0.0,0.0
Private Wars,Primal Scream,,0.0,0.0
Problems & Selfless,PartyNextDoor,,0.0,0.0
Proof of Love,Paul Simon,,0.0,0.0
Prophets Of Rage,Prophets Of Rage,,0.0,0.0
Pure and Simple,Dolly Parton,,0.0,0.0
Purple Lamborghini,Skrillex & Rick Ross,Skrillex & Rick Ross,1.0,0.0
Pushin' Time,Miranda Lambert,,0.0,0.0
Put That Away and Talk to Me,James Blake,,0.0,0.0
Queen Street Lost,Justin Rutledge,,0.0,0.0
Quicksand,Tom Chaplin,Tom Chaplin,0.0,0.0
Quiet Distress,Killswitch Engage,,0.0,0.0
Quit You,Anderson East,,0.0,0.0
Rabbit Down the Hole,Billy Talent,,0.0,0.0
Rabbit Hole,blink-182,,0.0,0.0
Race to the Bottom,Dan Mangan,,0.0,0.0
Radio,Michael Sweet,Michael Sweet,0.0,0.0
Radio Silence,James Blake,,0.0,0.0
Randy,Justice,,0.0,0.0
Rare,Gwen Stefani,Gwen Stefani,0.0,0.0
Real,Of Mice & Men,,0.0,0.0
Real Friends,Kanye West,,0.0,0.0
Real Love Baby,Father John Misty,,0.0,0.0
Really Doe,Danny Brown,,0.0,0.0
Reaper,Sia,,0.0,0.0
Rearrange,Biffy Clyro,,0.0,0.0
Reassemble,A Day to Remember,,0.0,0.0
Rebound,Volbeat,,0.0,0.0
Reckless,Martina McBride,,0.0,0.0
Recovering,Celine Dion,,0.0,0.0
Red Dress,Magic!,,0.0,0.0
Red Earth & Pouring Rain,Bear's Den,,0.0,0.0
Red Flag,Gwen Stefani,,0.0,0.0
"Red, White & You",Steven Tyler,,0.0,0.0
Redbone,Childish Gambino,Childish Gambino,1.0,0.0
Redemption,Drake,Drake,1.0,0.0
Reggaetón Lento (Bailemos),CNCO,,0.0,0.0
Remember,Joey Landreth,,0.0,0.0
Remember Boys,Cole Swindell,,0.0,0.0
Reminder,The Weeknd,The Weeknd,1.0,0.0
Reverend,Kings of Leon,,0.0,0.0
Revolution,Steve Angello,,0.0,0.0
Revolution Radio,Green Day,,0.0,0.0
Rewear It,M.I.A.,,0.0,0.0
Rhythm Inside,Calum Scott,,0.0,0.0
Rich,Maren Morris,Maren Morris,1.0,0.0
Rich and Miserable,Kenny Chesney,,0.0,0.0
Rich Man,Slaves,,0.0,0.0
Right By You (for Luna),John Legend,,0.0,0.0
Ring on Every Finger,LoCash,,0.0,0.0
Rinse & Repeat,Riton,,0.0,0.0
Riot,Childish Gambino,,0.0,0.0
Rise,Sixx: A.M.,Sixx: A.M.,0.0,0.0
Rise,Katy Perry,Katy Perry,1.0,0.0
Rise,Solange,Solange,0.0,0.0
Rise of the Melancholy Empire,Sixx: A.M.,,0.0,0.0
Rise Up,Andra Day,,0.0,0.0
Rising Down,Kaia Kater,,0.0,0.0
Rising Water,James Vincent McMorrow,,0.0,0.0
Ritual Spirit,Massive Attack,,0.0,0.0
Rivalry,Airbourne,,0.0,0.0
River,Bishop Briggs,Bishop Briggs,0.0,0.0
River Anacostia,PJ Harvey,,0.0,0.0
Rock Is Dead,Beartooth,,0.0,0.0
Rock On,Tucker Beathard,Tucker Beathard,1.0,0.0
Rockabye,Clean Bandit,Clean Bandit Featuring Sean Paul & Anne-Marie,1.0,1.0
Rockin',The Weeknd,,0.0,0.0
Room to Breathe,Chase Bryant,,0.0,0.0
Roots,Parmalee,,0.0,0.0
Roses,Saint Jhn,Saint Jhn,1.0,0.0
Rotting in Vain,Korn,,0.0,0.0
Round in Circles,Charles Kelley,,0.0,0.0
Rule Number One,Sleigh Bells,,0.0,0.0
Run Sister Run,Cass McCombs,,0.0,0.0
Runaway,Aurora,,0.0,0.0
Runnin',Pharrell Williams,,0.0,0.0
Running Out of Time,Amos Lee,,0.0,0.0
Running With Giants,Thousand Foot Krutch,,0.0,0.0
Sad One Comin' On (A Song for George Jones),Vince Gill,,0.0,0.0
Sad Person,Savages,,0.0,0.0
Safe And Sound,Justice,Justice,0.0,0.0
Safe Inside,James Arthur,,0.0,0.0
Saint Pablo,Kanye West,,0.0,0.0
Sally,Bibi Bourelly,,0.0,0.0
Saltwater Gospel,Eli Young Band,,0.0,0.0
Salvation Works,Jennifer Nettles,,0.0,0.0
Same About You,A Day to Remember,,0.0,0.0
Same Drugs,Chance the Rapper,,0.0,0.0
Same Ol' Mistakes,Rihanna,,0.0,0.0
Same Thing,Marian Hill,,0.0,0.0
San Antone,Randy Rogers Band,,0.0,0.0
San Diego,Hinds,,0.0,0.0
San Diego,blink-182,,0.0,0.0
Sandcastles,Beyoncé,,0.0,0.0
Santiago Cuatro,Underworld,,0.0,0.0
Satan Pulls the Strings,The Avett Brothers,,0.0,0.0
Saturday Night Inside Out,The Avalanches,,0.0,0.0
Savior's Shadow,Blake Shelton,,0.0,0.0
Say,RaeLynn,,0.0,0.0
Say Goodbye,Green Day,,0.0,0.0
Say It,Flume,Flume Featuring Tove Lo,1.0,1.0
Say It Again,Frances,,0.0,0.0
Say What You Feel,Jagwar Ma,,0.0,0.0
Say You Do,Sigala,Sigala,0.0,0.0
Say You Won't Let Go,James Arthur,James Arthur,1.0,0.0
Scars,Miranda Lambert,,0.0,0.0
Sea Of Promises,Lucifer's Friend,,0.0,0.0
Seal The Deal,Volbeat,,0.0,0.0
Season 2 Episode 3,Glass Animals,,0.0,0.0
Secrets,The Weeknd,The Weeknd,0.0,0.0
Section,2 Chainz,,0.0,0.0
Seein' Red,Dustin Lynch,Dustin Lynch,1.0,0.0
Seigfried,Frank Ocean,,0.0,0.0
Self Control,Frank Ocean,Frank Ocean,0.0,0.0
Selfish,PnB Rock,PnB Rock,1.0,0.0
Send Me Home,Asking Alexandria,,0.0,0.0
Send Them Off!,Bastille,,0.0,0.0
Senior Year,Randy Houser,,0.0,0.0
September Song,JP Cooper,,0.0,0.0
Setting Fires,The Chainsmokers,The Chainsmokers Featuring XYLO,1.0,1.0
Setting the World on Fire,Kenny Chesney,,0.0,0.0
Seven Enemies,Hatebreed,,0.0,0.0
Sex,Cheat Codes and Kris Kross Amsterdam,,0.0,0.0
Sex With Me,Rihanna,Rihanna,1.0,0.0
Sexual,Neiked,,0.0,0.0
Shades,Alexandra Savior,,0.0,0.0
Shades of Blue,Vic Mensa,,0.0,0.0
Shameless,Tyler Glenn,Tyler Glenn,0.0,0.0
She,Zayn,,0.0,0.0
She Ain't In It,Jon Pardi,,0.0,0.0
She Don't,Ella Mai,,0.0,0.0
She Don't Really Care_1 Luv,Alicia Keys,,0.0,0.0
She Lays Down,The 1975,,0.0,0.0
She Sets the City on Fire,Gavin DeGraw,,0.0,0.0
She's American,The 1975,,0.0,0.0
She's Got a Way With Words,Blake Shelton,,0.0,0.0
She's Mine Pt. 1,J. Cole,J. Cole,1.0,0.0
She's Mine Pt. 2,J. Cole,J. Cole,1.0,0.0
She's Out Of Her Mind,blink-182,,0.0,0.0
Should've Been Me,Naughty Boy,,0.0,0.0
Shout Out To My Ex,Little Mix,Little Mix,1.0,0.0
Show Me a Leader,Alter Bridge,,0.0,0.0
Show Me Love,Laura Mvula,,0.0,0.0
Show U Off,Chairlift,,0.0,0.0
Siberian Nights,The Kills,,0.0,0.0
Sick Love,Red Hot Chili Peppers,,0.0,0.0
Sick of Me,Beartooth,,0.0,0.0
Side to Side,Ariana Grande,,0.0,0.0
Sidewalks,The Weeknd,The Weeknd Featuring Kendrick Lamar,1.0,1.0
Signs of Light,The Head and the Heart,,0.0,0.0
Siiiiiiiiilver Surffffeeeeer Intermission,Kanye West,,0.0,0.0
Since You've Gone to Heaven,Brandy Clark,,0.0,0.0
Sing To You,John Splithoff,,0.0,0.0
Sinner's Prayer,Lady Gaga,,0.0,0.0
Sister,White Lung,,0.0,0.0
Six Feet Under,The Weeknd,The Weeknd,1.0,0.0
Six Pack Lines,Cole Swindell,,0.0,0.0
Skyline To,Frank Ocean,,0.0,0.0
Slave II,Logic,,0.0,0.0
Sledgehammer,Rihanna,Rihanna,0.0,0.0
Sleep In The Park,Old Sea Brigade,,0.0,0.0
Sleep Without You,Brett Young,Brett Young,1.0,0.0
Slippin',Meek Mill,,0.0,0.0
Slipping,Jagwar Ma,,0.0,0.0
Slumber Party,Britney Spears,,0.0,0.0
Small Wishes,Biffy Clyro,,0.0,0.0
Smashed Pianos,Blossoms,,0.0,0.0
Smoke & Retribution,Flume,,0.0,0.0
Smoke and Dream,Dirty Heads,,0.0,0.0
Smoking Jacket,Miranda Lambert,,0.0,0.0
Smooth,Florida Georgia Line,Florida Georgia Line,1.0,0.0
Sneakin,Drake,,0.0,0.0
Snow Cats,AFI,,0.0,0.0
Snowshoe,Anna Atkinson,,0.0,0.0
So Alive,The Goo Goo Dolls,,0.0,0.0
So We Can Stay Alive,Garbage,,0.0,0.0
Soap,Melanie Martinez,,0.0,0.0
Soap Opera,Brandy Clark,,0.0,0.0
Sober,blink-182,blink-182,0.0,0.0
Soldier,High Valley,High Valley,0.0,0.0
Solid Gold,Tom Chaplin,,0.0,0.0
Solid Wall of Sound,A Tribe Called Quest,,0.0,0.0
Solo (Reprise),Frank Ocean,,0.0,0.0
Solomon Eagle,Jamie T.,,0.0,0.0
Some Type Of Love,Charlie Puth,,0.0,0.0
Somebody Else,The 1975,,0.0,0.0
Somebody Else Will,Tweet,Tweet,0.0,0.0
Somebody Else Will,Justin Moore,Justin Moore,1.0,0.0
Somebody Other than You,David Crosby,,0.0,0.0
Somebody's Knockin',Eric Clapton,,0.0,0.0
Someday,Michael Bublé,,0.0,0.0
Something Blue,Rich Hillen Jr.,,0.0,0.0
Something New,Zendaya,Zendaya Featuring Chris Brown,1.0,1.0
Something To Believe In,Sister Hazel,,0.0,0.0
Sometimes,Luke Bell,,0.0,0.0
Sometimes It Ends,Asking Alexandria,,0.0,0.0
Somewhere Now,Green Day,,0.0,0.0
Somewhere on a Beach,Dierks Bentley,,0.0,0.0
Song For Gary,Eric Bell,,0.0,0.0
Song For Judee,case/lang/veirs,,0.0,0.0
Song Number 7,Randy Houser,,0.0,0.0
Sooth Lady Wine,Matt Corby,,0.0,0.0
Sorceress,Opeth,,0.0,0.0
Sorry,Beyoncé,Beyoncé,1.0,0.0
Soulmate,Mac Miller,,0.0,0.0
Sound and Fury,The Cult,,0.0,0.0
Soundcheck,Catfish and the Bottlemen,,0.0,0.0
Soundtrack to a Six Pack,The Cadillac Three,,0.0,0.0
Southern Boy,Jordan Rager,,0.0,0.0
Southern Gentleman,Luke Bryan,,0.0,0.0
Space Between,Sia,,0.0,0.0
Sparrows,Jason Gray,,0.0,0.0
Speechless,Rachel Platten,Rachel Platten,0.0,0.0
