title,artist,hit
One Dance,Drake Featuring WizKid & Kyla,1
Pop Style,Drake Featuring The Throne,1
Close,Nick Jonas Featuring Tove Lo,1
Famous,Kanye West,1
Father Stretch My Hands Pt. 1,Kanye West,1
Team,Iggy Azalea,1
"Huntin', Fishin' And Lovin' Every Day",Luke Bryan,1
Ophelia,The Lumineers,1
All The Way Up,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",1
Messin' Around,Pitbull Featuring Enrique Iglesias,1
Pt. 2,Kanye West,1
Never Be Like You,Flume Featuring Kai,1
Body,Dreezy Featuring Jeremih,1
Uber Everywhere,MadeinTYO,1
Kiss It Better,Rihanna,1
Law,Yo Gotti Featuring E-40,1
Waves,Kanye West,1
Moolah,Young Greatness,1
Ultralight Beam,Kanye West,1
Faded,Alan Walker,1
Ain't Your Mama,Jennifer Lopez,1
Lights Come On,Jason Aldean,1
If It Ain't Love,Jason Derulo,1
Noise,Kenny Chesney,1
Record Year,Eric Church,1
Come And See Me,PARTYNEXTDOOR Featuring Drake,1
New Level,A$AP Ferg Featuring Future,1
Can't Stop The Feeling!,Justin Timberlake,1
This Is What You Came For,Calvin Harris Featuring Rihanna,1
H.O.L.Y.,Florida Georgia Line,1
Controlla,Drake,1
Just Like Fire,P!nk,1
Don't Mind,Kent Jones,1
My Boo,Ghost Town DJ's,1
Too Good,Drake Featuring Rihanna,1
Hype,Drake,1
Me Too,Meghan Trainor,1
Sorry,Beyonce,1
Still Here,Drake,1
Grammys,Drake Featuring Future,1
Childs Play,Drake,1
With You,Drake Featuring PARTYNEXTDOOR,1
9,Drake,1
Feel No Ways,Drake,1
Wicked,Future,1
Formation,Beyonce,1
Wherever I Go,OneRepublic,1
U With Me?,Drake,1
The Fighter,Keith Urban Featuring Carrie Underwood,1
Wasted Time,Keith Urban,1
Hold Up,Beyonce,1
Fire & Desire,Drake,1
I Hate U I Love U,gnash Featuring Olivia O'Brien,1
You Don't Own Me,Grace Featuring G-Eazy,1
Church Bells,Carrie Underwood,1
Redemption,Drake,1
Weston Road Flows,Drake,1
Keep The Family Close,Drake,1
No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,1
Faithful,Drake Featuring Pimp C & dvsn,1
THat Part,ScHoolboy Q Featuring Kanye West,1
Blessings,Chance The Rapper Featuring Ty Dolla $ign,1
I'm Sorry,Adam Wakefield,1
Unsteady,X Ambassadors,1
Send My Love (To Your New Lover),Adele,1
For Free,DJ Khaled Featuring Drake,1
Kill Em With Kindness,Selena Gomez,1
Into You,Ariana Grande,1
Wake Up,Fetty Wap,1
From The Ground Up,Dan + Shay,1
Treat You Better,Shawn Mendes,1
Gold,Kiiara,1
Champions,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",1
Peter Pan,Kelsea Ballerini,1
American Country Love Song,Jake Owen,1
Make You Miss Me,Sam Hunt,1
"Sit Still, Look Pretty",Daya,1
Fix,Chris Lane,1
With You Tonight / Hasta El Amanecer,Nicky Jam,1
We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,1
Broccoli,D.R.A.M. Featuring Lil Yachty,1
Hymn For The Weekend,Coldplay,1
Sweatshirt,Jacob Sartorius,1
Money Longer,Lil Uzi Vert,1
My PYT,Wale,1
Toothbrush,DNCE,1
Different For Girls,Dierks Bentley Featuring Elle King,1
Rise,Katy Perry,1
Make Me...,Britney Spears Featuring G-Eazy,1
Heathens,twenty one pilots,1
All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,1
I Got The Keys,DJ Khaled Featuring Jay Z & Future,1
Vice,Miranda Lambert,1
Luv,Tory Lanez,1
No Limit,Usher Featuring Young Thug,1
Girls Talk Boys,5 Seconds Of Summer,1
Lockjaw,French Montana Featuring Kodak Black,1
She's Got A Way With Words,Blake Shelton,1
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",1
You & Me,Marc E. Bassy Featuring G-Eazy,1
Mama Said,Lukas Graham,1
Brand New,Ben Rector,1
Duele El Corazon,Enrique Iglesias Feat. Wisin or Tinashe & Javada,1
Body Say,Demi Lovato,1
M.I.L.F. $,Fergie,1
Why You Always Hatin?,YG Featuring Drake & Kamaiyah,1
Night's On Fire,David Nail,1
No Shopping,French Montana Featuring Drake,1
A Little More Summertime,Jason Aldean,1
You Was Right,Lil Uzi Vert,1
"Wat U Mean (Aye, Aye, Aye)",Dae Dae,1
Sex With Me,Rihanna,1
Lush Life,Zara Larsson,1
Closer,The Chainsmokers Featuring Halsey,1
Cold Water,Major Lazer Featuring Justin Bieber & MO,1
Let Me Love You,DJ Snake Featuring Justin Bieber,1
Tiimmy Turner,Desiigner,1
This Girl,Kungs vs Cookin' On 3 Burners,1
Gangsta,Kehlani,1
Purple Lamborghini,Skrillex & Rick Ross,1
Setting The World On Fire,Kenny Chesney Featuring P!nk,1
Starving,Hailee Steinfeld & Grey Featuring Zedd,1
It Don't Hurt Like It Used To,Billy Currington,1
Look Alive,Rae Sremmurd,1
You Look Like I Need A Drink,Justin Moore,1
Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,1
Hit Or Miss,Jacob Sartorius,1
Middle Of A Memory,Cole Swindell,1
Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,1
Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",1
In The Name Of Love,Martin Garrix & Bebe Rexha,1
1 Night,Lil Yachty,1
Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",1
Castaway,Zac Brown Band,1
No Money,Galantis,1
Rock On,Tucker Beathard,1
Perfect Illusion,Lady Gaga,1
Side To Side,Ariana Grande Featuring Nicki Minaj,1
The Greatest,Sia Featuring Kendrick Lamar,1
Fade,Kanye West,1
Scars To Your Beautiful,Alessia Cara,1
OOOUUU,Young M.A,1
Caroline,Amine,1
I Met A Girl,William Michael Morgan,1
Blue Ain't Your Color,Keith Urban,1
Deja Vu,Post Malone Featuring Justin Bieber,1
Move,Luke Bryan,1
Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,1
I Know Somebody,LOCASH,1
May We All,Florida Georgia Line Featuring Tim McGraw,1
Sleep Without You,Brett Young,1
Grass Ain't Greener,Chris Brown,1
Black Beatles,Rae Sremmurd Featuring Gucci Mane,1
X,21 Savage & Metro Boomin Featuring Future,1
Starboy,The Weeknd Featuring Daft Punk,1
24K Magic,Bruno Mars,1
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,1
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,1
My Way,Calvin Harris,1
All We Know,The Chainsmokers Featuring Phoebe Ryan,1
All Time Low,Jon Bellion,1
This Town,Niall Horan,1
HandClap,Fitz And The Tantrums,1
False Alarm,The Weeknd,1
Song For Another Time,Old Dominion,1
Key To The Streets,YFN Lucci Featuring Migos & Trouble,1
Blow Your Mind (Mwah),Dua Lipa,1
Dirty Laundry,Carrie Underwood,1
Fresh Eyes,Andy Grammer,1
Wanna Be That Song,Brett Eldredge,1
Capsize,Frenship & Emily Warren,1
All Eyez,The Game Featuring Jeremih,1
Bad Things,Machine Gun Kelly x Camila Cabello,1
Mercy,Shawn Mendes,1
Ain't My Fault,Zara Larsson,1
CRZY,Kehlani,1
Alone,Marshmello,1
80s Mercedes,Maren Morris,1
My Sh*t,A Boogie Wit da Hoodie,1
How I'll Always Be,Tim McGraw,1
Goosebumps,Travis Scott,1
Fake Love,Drake,1
Used To This,Future Featuring Drake,1
Love Me Now,John Legend,1
Sneakin',Drake Featuring 21 Savage,1
Love On The Brain,Rihanna,1
Hallelujah,Pentatonix,1
Hallelujah,Leonard Cohen,1
Bounce Back,Big Sean,1
No Heart,21 Savage & Metro Boomin,1
Me And Your Mama,Childish Gambino,1
Better Man,Little Big Town,1
Say You Won't Let Go,James Arthur,1
Bad And Boujee,Migos Featuring Lil Uzi Vert,1
We The People....,A Tribe Called Quest,1
Star Of The Show,Thomas Rhett,1
What They Want,Russ,1
Litty,Meek Mill Featuring Tory Lanez,1
Setting Fires,The Chainsmokers Featuring XYLO,1
Selfish,PnB Rock,1
PPAP (Pen-Pineapple-Apple-Pen),PIKOTARO,1
Water Under The Bridge,Adele,1
Shout Out To My Ex,Little Mix,1
Greenlight,Pitbull Featuring Flo Rida & LunchMoney Lewis,1
A Guy With A Girl,Blake Shelton,1
Call On Me,Starley,1
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,1
Deja Vu,J. Cole,1
Immortal,J. Cole,1
Neighbors,J. Cole,1
Change,J. Cole,1
She's Mine Pt. 1,J. Cole,1
For Whom The Bell Tolls,J. Cole,1
Ville Mentality,J. Cole,1
4 Your Eyez Only,J. Cole,1
Foldin Clothes,J. Cole,1
I Feel It Coming,The Weeknd Featuring Daft Punk,1
She's Mine Pt. 2,J. Cole,1
Jingle Bell Rock,Bobby Helms,1
Just Hold On,Steve Aoki & Louis Tomlinson,1
Party Monster,The Weeknd,1
False Prophets,J. Cole,1
Everybody Dies,J. Cole,1
Million Reasons,Lady Gaga,1
How Far I'll Go,Auli'i Cravalho,1
Darlin' Don't Go,Sundance Head,1
Chantaje,Shakira Featuring Maluma,1
Redbone,Childish Gambino,1
Reminder,The Weeknd,1
Six Feet Under,The Weeknd,1
Sidewalks,The Weeknd Featuring Kendrick Lamar,1
Congratulations,Post Malone Featuring Quavo,1
Play That Song,Train,1
At Last,Sundance Head,1
Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,1
Dirt On My Boots,Jon Pardi,1
Die For You,The Weeknd,1
How Far I'll Go,Alessia Cara,1
You're Welcome,Dwayne Johnson,1
Shape Of You,Ed Sheeran,1
Paris,The Chainsmokers,1
Castle On The Hill,Ed Sheeran,1
iSpy,KYLE Featuring Lil Yachty,1
T-Shirt,Migos,1
Both,Gucci Mane Featuring Drake,1
Party,Chris Brown Featuring Usher & Gucci Mane,1
I Got You,Bebe Rexha,1
Swang,Rae Sremmurd,1
Make Me (Cry),Noah Cyrus Featuring Labrinth,1
Moves,Big Sean,1
Seein' Red,Dustin Lynch,1
Location,Khalid,1
OTW,DJ Luke Nasty,1
Kill A Word,Eric Church Featuring Rhiannon Giddens,1
Sober Saturday Night,Chris Young Featuring Vince Gill,1
Think A Little Less,Michael Ray,1
Not Afraid Anymore,Halsey,1
Red Opps,21 Savage,1
Water,Ugly God,1
Way Down We Go,KALEO,1
Timeless,A Boogie Wit da Hoodie Featuring DJ SPINKING,1
Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,1
The Weekend,Brantley Gilbert,1
Parachute,Chris Stapleton,1
Today,Brad Paisley,1
Say It,Flume Featuring Tove Lo,1
Not Nice,PARTYNEXTDOOR,1
Beibs In The Trap,Travis Scott,1
Black,Dierks Bentley,1
Down,Marian Hill,1
Chained To The Rhythm,Katy Perry Featuring Skip Marley,1
That's What I Like,Bruno Mars,1
Body Like A Back Road,Sam Hunt,1
Issues,Julia Michaels,1
Cold,Maroon 5 Featuring Future,1
Bom Bidi Bom,Nick Jonas & Nicki Minaj,1
Shining,DJ Khaled Featuring Beyonce & JAY Z,1
No Favors,Big Sean Featuring Eminem,1
Believer,Imagine Dragons,1
Guys My Age,Hey Violet,1
Helium,Sia,1
Fast,Luke Bryan,1
Look At Me!,XXXTENTACION,1
In Case You Didn't Know,Brett Young,1
Any Ol' Barstool,Jason Aldean,1
Heroe Favorito,Romeo Santos,1
Slippery,Migos Featuring Gucci Mane,1
Everything 1K,Kodak Black,1
Everyday,Ariana Grande Featuring Future,1
Road Less Traveled,Lauren Alaina,1
Rolex,Ayo & Teo,1
Cash Me Outside (#CashMeOutside),DJ Suede The Remix God,1
It Ain't Me,Kygo x Selena Gomez,1
Yeah Boy,Kelsea Ballerini,1
Hurricane,Luke Combs,1
Some Kind Of Drug,G-Eazy Featuring Marc E. Bassy,1
El Amante,Nicky Jam,1
Scared To Be Lonely,Martin Garrix & Dua Lipa,1
Tunnel Vision,Kodak Black,1
Something Just Like This,The Chainsmokers & Coldplay,1
No Frauds,"Nicki Minaj, Drake & Lil Wayne",1
Mask Off,Future,1
Stay,Zedd & Alessia Cara,1
Green Light,Lorde,1
Slide,Calvin Harris Featuring Frank Ocean & Migos,1
Selfish,Future Featuring Rihanna,1
Perfect,Ed Sheeran,1
Regret In Your Tears,Nicki Minaj,1
Galway Girl,Ed Sheeran,1
Heavy,Linkin Park Featuring Kiiara,1
Changed It,Nicki Minaj & Lil Wayne,1
Chanel,Frank Ocean,1
Draco,Future,1
Liability,Lorde,1
Losin Control,Russ,1
Hometown Girl,Josh Turner,1
Dive,Ed Sheeran,1
Good Drank,2 Chainz x Gucci Mane x Quavo,1
Happier,Ed Sheeran,1
Prblms,6LACK,1
Comin Out Strong,Future Featuring The Weeknd,1
Humble.,Kendrick Lamar,1
DNA.,Kendrick Lamar,1
XO TOUR Llif3,Lil Uzi Vert,1
Loyalty.,Kendrick Lamar Featuring Rihanna,1
Element.,Kendrick Lamar,1
Love.,Kendrick Lamar Featuring Zacari,1
Sign Of The Times,Harry Styles,1
Passionfruit,Drake,1
Yah.,Kendrick Lamar,1
XXX.,Kendrick Lamar Featuring U2,1
Feel.,Kendrick Lamar,1
Pride.,Kendrick Lamar,1
The Cure,Lady Gaga,1
Lust.,Kendrick Lamar,1
Fear.,Kendrick Lamar,1
Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,1
Blood.,Kendrick Lamar,1
God.,Kendrick Lamar,1
Unforgettable,French Montana Featuring Swae Lee,1
Portland,Drake Featuring Quavo & Travis Scott,1
Duckworth.,Kendrick Lamar,1
Now Or Never,Halsey,1
Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,1
Cake,Flo Rida & 99 Percent,1
Good Life,G-Eazy & Kehlani,1
Peek A Boo,Lil Yachty Featuring Migos,1
"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,1
First Day Out,Tee Grizzley,1
Black SpiderMan,Logic Featuring Damian Lemar Hudson,1
Everyday We Lit,YFN Lucci Featuring PnB Rock,1
Gyalchester,Drake,1
Broken Halos,Chris Stapleton,1
Weak,AJR,1
How Not To,Dan + Shay,1
You Look Good,Lady Antebellum,1
At My Best,Machine Gun Kelly Featuring Hailee Steinfeld,1
The Night We Met,Lord Huron,1
Craving You,Thomas Rhett Featuring Maren Morris,1
I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",1
Malibu,Miley Cyrus,1
There's Nothing Holdin' Me Back,Shawn Mendes,1
Attention,Charlie Puth,1
Magnolia,Playboi Carti,1
If I Told You,Darius Rucker,1
Bon Appetit,Katy Perry Featuring Migos,1
Slow Hands,Niall Horan,1
Rollin,Calvin Harris Featuring Future & Khalid,1
1-800-273-8255,Logic Featuring Alessia Cara & Khalid,1
Privacy,Chris Brown,1
Human,Rag'n'Bone Man,1
Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,1
My Girl,Dylan Scott,1
Bad Liar,Selena Gomez,1
Every Time I Hear That Song,Blake Shelton,1
Drinkin' Problem,Midland,1
Flatliner,Cole Swindell,1
My Old Man,Zac Brown Band,1
Whatever It Takes,Imagine Dragons,1
Felices Los 4,Maluma,1
Thunder,Imagine Dragons,1
No Promises,Cheat Codes Featuring Demi Lovato,1
Ghost In This House,Lauren Duski,1
Do Re Mi,blackbear,1
Me Enamore,Shakira,1
2U,David Guetta Featuring Justin Bieber,1
Strip That Down,Liam Payne Featuring Quavo,1
To The Max,DJ Khaled Featuring Drake,1
Crying In The Club,Camila Cabello,1
Swish Swish,Katy Perry Featuring Nicki Minaj,1
Love Galore,SZA Featuring Travis Scott,1
Down,Fifth Harmony Featuring Gucci Mane,1
Yours If You Want It,Rascal Flatts,1
Small Town Boy,Dustin Lynch,1
No Such Thing As A Broken Heart,Old Dominion,1
Do I Make You Wanna,Billy Currington,1
Butterfly Effect,Travis Scott,1
4 AM,2 Chainz Featuring Travis Scott,1
Most Girls,Hailee Steinfeld,1
Escapate Conmigo,Wisin Featuring Ozuna,1
Subeme La Radio,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",1
Somebody Else Will,Justin Moore,1
Nobody Else But You,Trey Songz,1
What Ifs,Kane Brown Featuring Lauren Alaina,1
It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",1
Know No Better,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo",1
It Ain't My Fault,Brothers Osborne,1
Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,1
Sorry Not Sorry,Demi Lovato,1
Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",1
Fetish,Selena Gomez Featuring Gucci Mane,1
Bank Account,21 Savage,1
Praying,Kesha,1
Rake It Up,Yo Gotti Featuring Nicki Minaj,1
Mi Gente,J Balvin & Willy William Featuring Beyonce,1
Versace On The Floor,Bruno Mars,1
Bodak Yellow (Money Moves),Cardi B,1
4:44,JAY-Z,1
Feel It Still,Portugal. The Man,1
The Story Of O.J.,JAY-Z,1
A Lie,French Montana Featuring The Weeknd & Max B,1
Heartache On The Dance Floor,Jon Pardi,1
Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,1
Jerika,Jake Paul & Erika Costell Featuring Uncle Kade,1
Signs,Drake,1
Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,1
Young Dumb & Broke,Khalid,1
Woman,Kesha Featuring The Dap-Kings Horns,1
Glorious,Macklemore Featuring Skylar Grey,1
No Complaints,Metro Boomin Featuring Offset & Drake,1
What About Us,P!nk,1
Silence,Marshmello Featuring Khalid,1
The Race,Tay-K,1
Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,1
When It Rains It Pours,Luke Combs,1
Unforgettable,Thomas Rhett,1
The Weekend,SZA,1
Honest,The Chainsmokers,1
All The Pretty Girls,Kenny Chesney,1
New Rules,Dua Lipa,1
They Don't Know,Jason Aldean,1
Every Little Thing,Carly Pearce,1
Patty Cake,Kodak Black,1
Wish I Knew You,The Revivalists,1
More Girls Like You,Kip Moore,1
B.E.D.,Jacquees,1
Something New,Wiz Khalifa Featuring Ty Dolla $ign,1
Perplexing Pegasus,Rae Sremmurd,1
For Her,Chris Lane,1
Untouchable,YoungBoy Never Broke Again,1
It's Goin' Down,Descendants 2 Cast,1
I Could Use A Love Song,Maren Morris,1
Fix A Drink,Chris Janson,1
Look What You Made Me Do,Taylor Swift,1
Too Good At Goodbyes,Sam Smith,1
...Ready For It?,Taylor Swift,1
I Get The Bag,Gucci Mane Featuring Migos,1
What Lovers Do,Maroon 5 Featuring SZA,1
Friends,Justin Bieber + BloodPop,1
Jocelyn Flores,XXXTENTACION,1
Dusk Till Dawn,Zayn Featuring Sia,1
Roll In Peace,Kodak Black Featuring XXXTENTACION,1
The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,1
F**k Love,XXXTENTACION Featuring Trippie Redd,1
Transportin',Kodak Black,1
Love So Soft,Kelly Clarkson,1
Havana,Camila Cabello Featuring Young Thug,1
Sauce It Up,Lil Uzi Vert,1
Bad At Love,Halsey,1
I'll Name The Dogs,Blake Shelton,1
Everybody Dies In Their Nightmares,XXXTENTACION,1
Found You,Kane Brown,1
Gucci Gang,Lil Pump,1
Greatest Love Story,LANCO,1
No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,1
These Heaux,Bhad Bhabie,1
Relationship,Young Thug Featuring Future,1
Questions,Chris Brown,1
Light It Up,Luke Bryan,1
Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",1
Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,1
444+222,Lil Uzi Vert,1
Rockstar,Post Malone Featuring 21 Savage,1
I Fall Apart,Post Malone,1
How Long,Charlie Puth,1
Plain Jane,A$AP Ferg Featuring Nicki Minaj,1
Curve,Gucci Mane Featuring The Weeknd,1
Go Flex,Post Malone,1
Like I Loved You,Brett Young,1
Losing Sleep,Chris Young,1
High End,Chris Brown Featuring Future & Young Thug,1
Yours,Russell Dickerson,1
Sky Walker,Miguel Featuring Travis Scott,1
Let You Down,NF,1
Lights Down Low,MAX Featuring gnash,1
Too Hotty,"Quavo, Takeoff & Offset",1
Smooth,Florida Georgia Line,1
Round Here Buzz,Eric Church,1
Stunting Ain't Nuthin,Gucci Mane Featuring Slim Jxmmi & Young Dolph,1
You Broke Up With Me,Walker Hayes,1
Mayores,Becky G Featuring Bad Bunny,1
Ask Me How I Know,Garth Brooks,1
Walk On Water,Eminem Featuring Beyonce,1
MotorSport,"Migos, Nicki Minaj & Cardi B",1
Wolves,Selena Gomez X Marshmello,1
Meant To Be,Bebe Rexha & Florida Georgia Line,1
Ric Flair Drip,Offset & Metro Boomin,1
Ghostface Killers,"21 Savage, Offset & Metro Boomin Featuring Travis Scott",1
Gummo,6ix9ine,1
Wanted You,NAV Featuring Lil Uzi Vert,1
Good Old Days,Macklemore Featuring Kesha,1
Female,Keith Urban,1
Call It What You Want,Taylor Swift,1
Candy Paint,Post Malone,1
Lemon,N*E*R*D & Rihanna,1
Rubbin Off The Paint,YBN Nahmir,1
Rap Saved Me,"21 Savage, Offset & Metro Boomin Featuring Quavo",1
Gorgeous,Taylor Swift,1
Betrayed,Lil Xan,1
The Plan,G-Eazy,1
Pick It Up,Famous Dex Featuring A$AP Rocky,1
Too Much To Ask,Niall Horan,1
Patek Water,Future & Young Thug Featuring Offset,1
River,Eminem Featuring Ed Sheeran,1
Him & I,G-Eazy & Halsey,1
It's The Most Wonderful Time Of The Year,Andy Williams,1
A Holly Jolly Christmas,Burl Ives,1
End Game,Taylor Swift Featuring Ed Sheeran & Future,1
Last Christmas,Wham!,1
Feliz Navidad,Jose Feliciano,1
Kooda,6ix9ine,1
Marry Me,Thomas Rhett,1
Codeine Dreaming,Kodak Black Featuring Lil Wayne,1
Tennessee Rain,Addison Agen,1
Wish I Didn't Love You,Chloe Kohanski,1
My Dawg,Lil Baby,1
Tell Me You Love Me,Demi Lovato,1
Echame La Culpa,Luis Fonsi & Demi Lovato,1
MIC Drop,BTS Featuring Desiigner,1
No Smoke,YoungBoy Never Broke Again,1
Ice Tray,Quavo & Lil Yachty,1
I Pray,Red Marlow,1
Written In The Sand,Old Dominion,1
Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",1
Believe,Eminem,1
Juice,Yo Gotti,1
Dark Knight Dummo,Trippie Redd Featuring Travis Scott,1
When We,Tank,1
Five More Minutes,Scotty McCreery,1
Never Be The Same,Camila Cabello,1
All On Me,Devin Dawson,1
Legends,Kelsea Ballerini,1
God's Plan,Drake,1
Finesse,Bruno Mars & Cardi B,1
Diplomatic Immunity,Drake,1
Bartier Cardi,Cardi B Featuring 21 Savage,1
Filthy,Justin Timberlake,1
KEKE,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",1
Outside Today,YoungBoy Never Broke Again,1
Stir Fry,Migos,1
All The Stars,Kendrick Lamar & SZA,1
Mine,Bazzi,1
Nowadays,Lil Skies Featuring Landon Cube,1
Sick Boy,The Chainsmokers,1
This Is Me,Keala Settle & The Greatest Showman Ensemble,1
Heaven,Kane Brown,1
Supplies,Justin Timberlake,1
Red Roses,Lil Skies Featuring Landon Cube,1
One Foot,WALK THE MOON,1
La Modelo,Ozuna x Cardi B,1
Rewrite The Stars,Zac Efron & Zendaya,1
No Name,NF,1
King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",1
Wait,Maroon 5,1
Best Friend,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",1
Beautiful Trauma,P!nk,1
IDGAF,Dua Lipa,1
Corazon,Maluma X Nego do Borel,1
The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",1
Never Enough,Loren Allred,1
Rock,Plies,1
Look Alive,BlocBoy JB Featuring Drake,1
Pray For Me,The Weeknd & Kendrick Lamar,1
The Middle,"Zedd, Maren Morris & Grey",1
Say Something,Justin Timberlake Featuring Chris Stapleton,1
You Make It Easy,Jason Aldean,1
Love Lies,Khalid & Normani,1
New Freezer,Rich The Kid Featuring Kendrick Lamar,1
Walk It Talk It,Migos Featuring Drake,1
X,"ScHoolboy Q, 2 Chainz & Saudi",1
El Farsante,Ozuna & Romeo Santos,1
Dura,Daddy Yankee,1
Friends,Marshmello & Anne-Marie,1
Narcos,Migos,1
Most People Are Good,Luke Bryan,1
Paramedic!,SOB X RBE,1
The Ways,Khalid & Swae Lee,1
Plug Walk,Rich The Kid,1
Hardaway,Derez De'Shon,1
Singles You Up,Jordan Davis,1
The Long Way,Brett Eldredge,1
Big Shot,Kendrick Lamar & Travis Scott,1
At The Club,Jacquees X Dej Loaf,1
Notice Me,Migos Featuring Post Malone,1
I Like Me Better,Lauv,1
For You (Fifty Shades Freed),Liam Payne & Rita Ora,1
Get You,Daniel Caesar Featuring Kali Uchis,1
Psycho,Post Malone Featuring Ty Dolla $ign,1
Sad!,XXXTENTACION,1
Freaky Friday,Lil Dicky Featuring Chris Brown,1
Moonlight,XXXTENTACION,1
Changes,XXXTENTACION,1
Found / Tonight,Lin-Manuel Miranda & Ben Platt,1
Powerglide,Rae Sremmurd & Juicy J,1
Everyday,Logic & Marshmello,1
X,Nicky Jam x J Balvin,1
Billy,6ix9ine,1
Top Off,"DJ Khaled Featuring JAY Z, Future & B",1
No Excuses,Meghan Trainor,1
Delicate,Taylor Swift,1
The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,1
Zombie,Bad Wolves,1
44 More,Logic,1
In My Blood,Shawn Mendes,1
NBAYoungboat,Lil Yachty Featuring NBA YoungBoy,1
Numb,XXXTENTACION,1
Infinity (888),XXXTENTACION Featuring Joey Bada$$,1
One Number Away,Luke Combs,1
I Lived It,Blake Shelton,1
Sit Next To Me,Foster The People,1
Tequila,Dan + Shay,1
Booty,Blac Youngsta,1
She's With Me,High Valley,1
Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,1
Tempo,Chris Brown,1
Going Down!,XXXTENTACION,1
Everybody Hates Me,The Chainsmokers,1
Nice For What,Drake,1
No Tears Left To Cry,Ariana Grande,1
ATM,J. Cole,1
Kevin's Heart,J. Cole,1
KOD,J. Cole,1
Photograph,J. Cole,1
Motiv8,J. Cole,1
I Like It,"Cardi B, Bad Bunny & J Balvin",1
Call Out My Name,The Weeknd,1
1985 (Intro To The Fall Off),J. Cole,1
Be Careful,Cardi B,1
The Cut Off,J. Cole Featuring kiLL edward,1
Brackets,J. Cole,1
Japan,Famous Dex,1
Esskeetit,Lil Pump,1
Window Pain (Outro),J. Cole,1
Friends,J. Cole Featuring kiLL edward,1
Once An Addict (Interlude),J. Cole,1
Chun-Li,Nicki Minaj,1
Drip,Cardi B Featuring Migos,1
Intro,J. Cole,1
Boo'd Up,Ella Mai,1
OTW,"Khalid, Ty Dolla $ign & 6LACK",1
One Kiss,Calvin Harris & Dua Lipa,1
I Do,Cardi B Featuring SZA,1
Ring,Cardi B Featuring Kehlani,1
Babe,Sugarland Featuring Taylor Swift,1
Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",1
Barbie Tingz,Nicki Minaj,1
Dame Tu Cosita,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,1
Get Along,Kenny Chesney,1
Up Down,Morgan Wallen Featuring Florida Georgia Line,1
For The First Time,Darius Rucker,1
"Woman, Amen",Dierks Bentley,1
Diamond Teeth Samurai,YoungBoy Never Broke Again,1
Alone,Halsey Featuring Big Sean & Stefflon Don,1
