"title","artist","hit"
"1 Train","A$AP Rocky",0
"1 Trillion Dollar$","Anti-Flag",0
"1 x 1","Cold War Kids",0
"1-800-273-8255","Logic",1
"1, 2 Many","Luke Combs",0
"1, 2 Step","Ciara",1
"1, 2, 3 - Mississippi","Brett Young",0
"1, 2, 3, 4","Plain White T's",1
"1,000 Faces","Randy Montana",0
"1,320","Megadeth",0
"1%","Funeral for a Friend",0
"1+1","Beyoncé",0
"1+1","Scouting for Girls",0
"10 (Death Breast)","Bon Iver",0
"10 Bands","Drake",1
"10 Commandments","The Specials",0
"10 Freaky Girls","Metro Boomin",1
"10 Million People","Example",0
"10 Seconds","Jazmine Sullivan",0
"10 Years Today","Bullet For My Valentine",0
"10,000 Days (Wings, Pt. 2)","Tool",0
"10,000 Hours","Dan + Shay",1
"10,000 Nights of Thunder","Alphabeat",0
"10,000 Reasons (Bless the Lord)","Matt Redman",0
"10,000 Summers","No Devotion",0
"10,000 Tears","Ghetts",0
"10,000 Towns","Eli Young Band",0
"10:03","Doves",0
"10/10","Paolo Nutini",0
"100","Game",0
"100 (Built For This)","Dappy",0
"100 Bad Days","AJR",0
"100 Bags","Stormzy",0
"100 Degrees","Kylie Minogue",0
"100 Grandkids","Mac Miller",0
"100 In A 55","Pop Evil",0
"100 Letters","Halsey",0
"100 Mil'","J. Cole",0
"100 Proof","Kellie Pickler",0
"100 Suns","30 Seconds to Mars",0
"100 Yard Dash","Raphael Saadiq",0
"100 Years","Five for Fighting",0
"100 Years","Jordin Sparks",0
"100 Years From Now","Karen Elson",0
"100%","Beverley Knight",0
"100% Or Nothing","Primal Scream",0
"1000","N.E.R.D",0
"1000 Deaths","D'Angelo",0
"1000 Degrees","Art of Anarchy",0
"1000 Hands (Come Up)","Jon Anderson",0
"1000 Meere","Tokio Hotel",0
"1000 Nights","Ed Sheeran",0
"1000 Stacks","Nelly",0
"1000 Years","The Coral",0
"1000hp","Godsmack",0
"100M's","Dave",0
"101","Alicia Keys",0
"11","Cassadee Pope",0
"11 Minutes","Halsey",0
"11:11","Arkells",0
"11:11","Jordin Sparks",0
"11:30","Mattafix",0
"11:59","Michael Franti & Spearhead",0
"110%","Jessie Ware",0
"111","Paul Weller",0
"11th Dimension","Julian Casablancas",0
"11th Hour","Lamb Of God",0
"12 Bar Blues","Aaron Lee Tasjan",0
"﻿12:51","The Strokes",0
"12.38","Childish Gambino",0
"12/17/12","The Decemberists",0
"123 Victory","Kirk Franklin",0
"1234","Feist",1
"123456","Fitz and the Tantrums",0
"13","LANY",0
"13","Megadeth",0
"13 (There is a Light)","U2",0
"13 Beaches","Lana Del Rey",0
"13 Voices","Sum 41",0
"1313","The Big Pink",0
"13th Century Metal","Brittany Howard",0
"14","Palma Violets",0
"14","Paula Cole",0
"15 Step","Radiohead",0
"16","Highly Suspect",0
"16 Beat","Metronomy",0
"16 Military Wives","The Decemberists",0
"16 Shades of Blue","Tori Amos",0
"16 Shots","Vic Mensa",0
"17","Avril Lavigne",0
"17","MK",0
"17 Crimes","AFI",0
"17 Hills","Thomas Dolby",0
"18","One Direction",0
"18 Days","Saving Abel",0
"18 Years","DAUGHTRY",0
"187","Lil' Boosie",0
"187 A.C.A.B.","Prayers",0
"18hunna","Headie One",0
"19 You + Me","Dan + Shay",1
"19-2000","Gorillaz",0
"1901","Birdy",0
"1901","Phoenix",0
"1904","Benjamin Francis Leftwich",0
"1933","Frank Turner",0
"1939 Returning","Pete Doherty",0
"1942 Flows","Meek Mill",0
"1944","Jamala",0
"1950","King Princess",0
"1958","A Day to Remember",0
"1958-2008","Tashi Dhondup",0
"1961","The Fray",0
"1969","Kim Wilde",0
"1972","Jake Owen",0
"1973","Beth Orton",0
"1973","James Blunt",1
"1979","Good Charlotte",0
"1980","Estelle",0
"1983","Neon Trees",0
"1985","Bowling for Soup",0
"﻿1985","The French Kicks",0
"1985 (Intro to ""The Fall Off"")","J. Cole",0
"1994","Jason Aldean",1
"1996","The Wombats",0
"1997","Saint Motel",0
"1999","Charli XCX",0
"1st Day Out tha Feds","Gucci Mane",0
"2 Fat Ladies","Paul Weller",0
"2 Hearts","Kylie Minogue",0
"2 Minute Warning","Twenty88",0
"2 Much","Justin Bieber",1
"2 On","Tinashe",1
"2 Phones","Kevin Gates",1
"2 Places","Tori Kelly",0
"2 Poor Kids","Ruth B",0
"2 Reasons","Trey Songz",1
"2 Sides of Me","Hinder",0
"2+2=5","Radiohead",0
"20 Dollar Nose Bleed","Fall Out Boy",0
"20 Min","Lil Uzi Vert",0
"20 Years","The Civil Wars",0
"20 Years From Now","New Found Glory",0
"2002","Anne-Marie",0
"2012","The Gossip",0
"2012","The Word Alive",0
"2012 (It Ain't the End)","Jay Sean",0
"2013","Primal Scream",0
"2020 Riots: How Many Times","Trey Songz",0
"2021","Vampire Weekend",0
"2055","Sleepy Hallow",1
"2099","Charli XCX",0
"21","Delilah",0
"21","Hunter Hayes",0
"21 Guns","Green Day",1
"21 Questions","50 Cent",1
"21 Questions","Waterparks",0
"﻿21 Seconds","So Solid Crew",0
"21 Summer","Brothers Osborne",0
"21 Things I Want In A Lover","Alanis Morissette",0
"21 Years","tobyMac",0
"21@12","Hot Hot Heat",0
"2100","Run The Jewels",0
"212","Azealia Banks",0
"21st Century Breakdown","Green Day",0
"21st Century Girl","Willow Smith",0
"21st Century Honky Tonk American Band","Midland",0
"21st Century Life","Sam Sparro",0
"21st Century Survival Blues","Frank Turner",0
"21st Century USA","Drive-By Truckers",0
"22","Lily Allen",0
"22","Taylor Swift",1
"22 (Over Soon)","Bon Iver",0
"22 Dreams","Paul Weller",0
"223's","YNW Melly",1
"23","Blonde Redhead",0
"23","Burna Boy",0
"23","Mike WiLL Made It",0
"23","Sam Hunt",0
"23","Shakira",0
"23 Degrees And South","Billy Currington",0
"23 Preguntas","Anuel AA",0
"24","Kanye West",0
"24","Money Man",1
"24","Sleigh Bells",0
"24 Frames","Jason Isbell",0
"24 Hours","Georgia",0
"24 Hours","Tom Jones",0
"24 Hrs","Olly Murs",0
"24's","T.I.",1
"24/5","Mimi Webb",0
"24/7","Meek Mill",0
"24K Magic","Bruno Mars",1
"25","The Amazons",0
"25 Hours","Johnny Marr",0
"25 to Life","Eminem",0
"25/8","Mary J. Blige",0
"253","Just Jack",0
"27","Fall Out Boy",0
"27 Million","Matt Redman & LZ7",0
"28 Thousand Days","Alicia Keys",0
"2808","Nero",0
"2gether","Roger Sanchez",0
"2nd Avenue","Phil Vassar",0
"2U","David Guetta",1
"3","Britney Spears",1
"3 AM","Kate Nash",0
"3 Black Crows","Blackmore's Night",0
"3 CATT Boogie","Kid Rock",0
"3 Headed Goat","Lil Durk",1
"3 Hour Drive","Alicia Keys",0
"3 Kings","Rick Ross",0
"﻿3 Libras","A Perfect Circle",0
"3 Nights","Dominic Fike",0
"3 O'Clock Things","AJR",0
"3 Peat","Lil Wayne",0
"3 Warning Shots","Rick Springfield",0
"3 Ways To See Despair","Manic Street Preachers",0
"3 Words","Cheryl Cole",0
"3:16AM","Jhené Aiko",0
"3's and 7's","Queens of the Stone Age",0
"30","Badflower",0
"30 Days","The Saturdays",0
"30 For 30 (Freestyle)","Drake and Future",0
"30 Minute Break","The Luka State",0
"30 Minute Love Affair","Paloma Faith",0
"30 Thousand 100 Million","Soulja Boy",0
"30 Year War","Manic Street Preachers",0
"30 Years To Life","Slash",0
"300 M.P.H. Torrential Outpour Blues","The White Stripes",0
"3000 Miles","Emblem3",0
"30000 Megatons","Pond",0
"3005","Childish Gambino",0
"305 to My City","Drake",0
"31 Today","Aimee Mann",0
"311215","Shura",0
"33 ""GOD""","Bon Iver",0
"33 Crows","Kula Shaker",0
"333","Against Me!",0
"333","Hellyeah",0
"34+35","Ariana Grande",0
"35 MPH Town","Toby Keith",0
"3500","Travis Scott",0
"36","System Of A Down",0
"365","Katy Perry",0
"368","Jamie T.",0
"37 Stitches","Drowning Pool",0
"39","The Cure",0
"3am","Eminem",0
"3AM","Halsey",0
"3am Bounce","No BS! Brass Band",0
"3rd Measurement In C","Saosin",0
"3WW","Alt-J",0
"4 AM","2 Chainz",0
"4 AM","Melanie Fiona",1
"4 Broken Hearts","Norah Jones",0
"4 Carats","Kelly Clarkson",0
"4 Degrees","Anohni",0
"4 Digits","Mustard",0
"4 In The Morning","Gwen Stefani",1
"4 June 1989","Mary Chapin Carpenter",0
"4 Lane Gone","Colt Ford",0
"4 Letter Word","David Cook",0
"4 Letter Word","Diggy",0
"4 Lonely Roads","Manic Street Preachers",0
"4 Minutes","Madonna",0
"4 My People","Missy Elliott",0
"4 My Town (Play Ball)","Birdman",0
"4 Small Black and White Pictures of You","DEC3",0
"4 the Rest of My Life","Robin Thicke",0
"4 Winds","The Lightning Seeds",0
"4 Words (To Choke Upon)","Bullet For My Valentine",0
"4 Your Eyez Only","J. Cole",1
"4-15-13","Dropkick Murphys",0
"4:44","Jay-Z",0
"4/20/02","Pearl Jam",0
"40 Acres","Pusha T",0
"40 Boys In 40 Nights","The Donnas",0
"40 Days...","blessthefall",0
"40 Mark Strasse","The Shins",0
"40 Oz. Dream","Good Charlotte",0
"400 Bones","Frightened Rabbit",0
"42","Coldplay",0
"44","The Love Kills Theory",0
"44 Minutes","Megadeth",0
"44 More","Logic",1
"44/876","Sting & Shaggy",0
"45","Elvis Costello",0
"45","Shinedown",0
"45","The Gaslight Anthem",0
"45 (A Matter of Time)","Sum 41",0
"45 Days","Eric Schwartz",0
"45th of November","The String Cheese Incident",0
"47","Sidhu Moose Wala",0
"48 to Go","The Fray",0
"4Ever","The Veronicas",0
"4rm Me to U","Rich Homie Quan",0
"4th And Vine","Sinéad O'Connor",0
"4th Dimension","Kids See Ghosts",0
"4th of July","Amy MacDonald",0
"4th of July","Shooter Jennings",0
"4th of July (Fireworks)","Kelis",0
"4th Quarter","Big Sean",0
"4th Street Feeling","Melissa Etheridge",0
"4WP","Brad Paisley",0
"4x4","Miley Cyrus",0
"5 A.M.","David Gilmour",0
"5 AM","Hamilton Leithauser",0
"5 Dollars","Christine and the Queens",0
"5 Minutes","Tinie Tempah",0
"5 O'Clock","T-Pain",1
"5 Star Chick","Yo Gotti",0
"5 Years Time","Noah and the Whale",0
"5-1-5-0","Dierks Bentley",1
"5:30","Robert Downey, Jr.",0
"5.15am","Mark Knopfler",0
"5/6","Jason Mraz",0
"5% Tint","Travis Scott",0
"50 Plates","Rich Gang",0
"50 Shades of Crazy","Chase Rice",0
"50 Ways To Say Goodbye","Train",1
"50 Words For Snow","Kate Bush",0
"50,000","Sting",0
"50,000 Watts","Rosanne Cash",0
"502 Come Up","Bryson Tiller",0
"505","Arctic Monkeys",0
"512","Lamb Of God",0
"515","Slipknot",0
"555","Jimmy Eat World",0
"56 Bars","T.I.",0
"57","Biffy Clyro",0
"57 Bel Air","Heidi Feek",0
"5AM","Katy B",0
"5AM","The Anchoress",0
"5AM In Toronto","Drake",0
"5Rebbeccas","The View",0
"6 Foot 7 Foot","Lil Wayne",1
"6 For 6","Central Cee",0
"6 God","Drake",0
"6 Inch","Beyoncé",0
"6 Man","Drake",0
"6 Months","Hey Monday",0
"6 Of 1 Thing","Craig David",0
"6 Rings","Bad Bunny",0
"6 Weeks","James Morrison",0
"6 Words","Wretch 32",0
"6/8","blink-182",0
"60 & Punk","Death Cab for Cutie",0
"60 Thompson","Razorlight",0
"65th & Ingleside","Chance the Rapper",0
"66","Lil Yachty",0
"679","Fetty Wap",1
"69 Tea","Seether",0
"6PM in New York","Drake",0
"7","Catfish and the Bottlemen",0
"7 Day Binge","7dayBinge",0
"7 Days","Alessia Cara",0
"7 Minutes","Dean Lewis",0
"7 Minutes In Heaven (Atavan Halen)","Fall Out Boy",0
"7 Rings","Ariana Grande",1
"7 Summers","Morgan Wallen",1
"7 Things","Miley Cyrus",1
"7 Years","Lukas Graham",1
"7/11","Beyoncé",0
"7&3 is the Striker's Name","Paul Weller",0
"713","The Carters",0
"715 - CRYYKS","Bon Iver",0
"73 (Everything Changes)","Jennifer Hanson",0
"74 Is the New 24","Giorgio Moroder",0
"747","Lady A",0
"7500 OBO","Tim McGraw",0
"77","The Big Pink",0
"773 Love","Jeremih",0
"7AM On Bridle Path","Drake",0
"7empest","Tool",0
"7x70","Chris August",0
"8","Billie Eilish",0
"8 Gods of Harlem","Rosanne Cash",0
"8 Good Reasons","Sinéad O'Connor",0
"8 Nights of Joy","Katherine Jenkins",0
"8 out of 10","Drake",0
"8:18","The Devil Wears Prada",0
"80's Mercedes","Maren Morris",0
"808","Da Beatfreakz",0
"81","Joanna Newsom",0
"85","Andy Grammer",0
"85 Videos","Mew",0
"865","Morgan Wallen",1
"88","Diggy",0
"88","Wale",0
"8teen","Garth Brooks",0
"8th Wonder","The Gossip",0
"9","Drake",1
"9 Piece","Rick Ross",1
"9 Shots","50 Cent",0
"90 Days","Pink",0
"90 to Nothing","Mac Powell",0
"90's Country","Walker Hayes",0
"90059","Jay Rock",0
"90210","Wale",0
"90s Music","Kimbra",0
"911","D12",0
"911","Lady Gaga",0
"911/Mr. Lonely","Tyler, the Creator",0
"92","Payton Smith",0
"929","Halsey",0
"93 Million Miles","Jason Mraz",0
"94 Hours","As I Lay Dying",0
"95 South","J. Cole",0
"96","Turin Brakes",0
"96 Quite Bitter Beings","CKY",0
"99","Barns Courtney",0
"99 Problems","Jay-Z",0
"99 Revolutions","Green Day",0
"99 Times","Kate Voegele",0
"9th Inning","Missy Elliott",0
"A Balloon On A Broken String","The Boy Least Likely To",0
"A Baltimore Love Thing","50 Cent",0
"A Bath Full of Ecstasy","Hot Chip",0
"A Beautiful Day","India.Arie",0
"A Beautiful Exit","Miguel",0
"A Beautiful Lie","30 Seconds to Mars",0
"A Beautiful Mess","Jason Mraz",0
"A Beginner's Guide to Destroying the Moon","Foster the People",0
"A Better Place, A Better Time","Streetlight Manifesto",0
"A Better Tomorrow","Wu-Tang Clan",0
"A Billion Balconies Facing the Sun","Manic Street Preachers",0
"A Billion Girls","Elyar Fox",0
"A Boat Lies Waiting","David Gilmour",0
"A Boat To An Island On The Wall","Ben Howard",0
"A Box Full Of Sharp Objects","The Used",0
"A Boy Brushed Red... Living In Black And White","Underoath",0
"A Boy Is a Gun","Tyler, the Creator",0
"A Boy Needs A Bike","Jewel",0
"A Bridge Over You","The Lewisham and Greenwich NHS Choir",0
"A Brighter Day","The Doobie Brothers",0
"A Buncha Girls","Frankie Ballard",0
"A Case for Shame","Moby",0
"A Certain Comfort","Tech N9ne",0
"A Certain Light","Josh Ritter",0
"A Change of Heart","The 1975",0
"A Child's View Of The Eisenhower Years","Al Stewart",0
"A Christmas Duel","The Hives and Cyndi Lauper",0
"A Cinderella Story","Mudvayne",0
"A Cloud of Mystery","Maxïmo Park",0
"A Commotion","Feist",0
"A Country Called Home","Ryan Bingham",0
"A Couple of Forevers","Chrisette Michele",0
"A Daily AntheM","David Cook",0
"A Darker Forest","Thursday",0
"A Dead Man's Words","Queensrÿche",0
"A Decade Under The Influence","Taking Back Sunday",0
"A Different Gun","Johnny Marr",0
"A Different World","Korn",0
"A Disaster","Melissa Etheridge",0
"A Dog's Life","Wild Beasts",0
"A Door Into Summer","Joe Satriani",0
"A Dozen Roses and a Six-Pack","Cole Swindell",0
"A Dream Come True","Elton John & Leon Russell",0
"A Dustland Fairytale","The Killers",0
"A Face to Call Home","John Mayer",0
"A Father's Love (The Only Way He Knew How)","Bucky Covington",0
"A Feather's Not A Bird","Rosanne Cash",0
"A Fever Dream","Everything Everything",0
"A Few Words in Defense of Our Country","Randy Newman",0
"A Friend for Life","Rod Stewart",0
"A Friend Of A Friend","Dave Rawlings Machine",0
"A Friend So Kind","The Choir",0
"A Ghost","Travis",0
"A Girl And His Cat","Biffy Clyro",0
"A Girl Like You","Easton Corbin",0
"A Good Heart","Elton John",0
"A Good Man","Emerson Drive",0
"A Great Big Sled","The Killers",1
"A Gun in the First Act","Thursday",0
"A Gunshot to the Head of Trepidation","Trivium",0
"A Guy Walks Into a Bar","Tyler Farr",0
"A Guy With a Girl","Blake Shelton",0
"A Happy Place","Katie Melua",0
"A Head Full Of Dreams","Coldplay",0
"A Heady Tale","The Fratellis",0
"A Hero's Death","Fontaines D.C.",0
"A Home","The Chicks",0
"A Hot Minute","Lisa Loeb",0
"A House Divided","Megadeth",0
"A Job To Do","Jerry Cantrell",0
"A Kiss","Bad Meets Evil",0
"A Knife In The Ocean","Foals",0
"A L I E N S","Coldplay",0
"A Lack Of Understanding","The Vaccines",0
"A League Of Notions","Al Stewart",0
"A Lesson Never Learned","Asking Alexandria",0
"A Lie","French Montana",1
"A Life Embossed","Protest the Hero",0
"A Lifeless Ordinary (Need A Little Help)","Motion City Soundtrack",0
"A Lifetime","Better Than Ezra",0
"A Lifetime to Repair","Kylie Minogue",0
"A Light That Never Comes","Linkin Park",1
"A Lily for the Spectre","Stephanie Dosen",0
"A Little Better","Gnarls Barkley",0
"A Little Bit Longer","Jonas Brothers",0
"A Little Bit Of Everything","Dawes",0
"A Little Bit of Me","Melissa Etheridge",0
"A Little Bit of Your Heart","Ariana Grande",0
"A Little Bit Off","Five Finger Death Punch",0
"A Little Bit Stronger","Sara Evans",1
"A Little Crazy","Nicole Atkins",0
"A Little Death Around The Eyes","Pete Doherty",0
"A Little Dive Bar In Dahloenga","Ashley McBryde",0
"A Little Honey","Nathaniel Rateliff & the Night Sweats",0
"A Little Less Sixteen Candles, A Little More ""Touch Me""","Fall Out Boy",0
"A Little Love","Celeste",0
"A Little Memory","Josh Thompson",0
"A Little More","Alessia Cara",0
"A Little More","Eric Hutchinson",0
"A Little More","Machine Gun Kelly",0
"A Little More","Skillet",0
"A Little More Country Than That","Easton Corbin",1
"A Little More Love","Jerrod Niemann",0
"A Little More Summertime","Jason Aldean",1
"A Little Party Never Killed Nobody (All We Got)","Fergie",0
"A Little Piece Of Heaven","Avenged Sevenfold",0
"A Little Reminder That I'll Never Forget","Lostprophets",0
"A Little Too Not Over You","David Archuleta",0
"A Little Work","Fergie",0
"A Little's Enough","Angels & Airwaves",0
"A Loaded Smile","Adam Lambert",0
"A Lonely Night","The Weeknd",0
"A Long and Sad Goodbye","Lenny Kravitz",0
"A Long Drive Home to Tarzana","Ray Davies",0
"A Long Walk","Jill Scott",1
"A Looking in View","Alice in Chains",0
"A Lot","21 Savage",1
"A Lot of Things Different","Kenny Chesney",0
"A Lot to Learn About Livin'","Easton Corbin",0
"A Lot's Gonna Change","Weyes Blood",0
"A Love Like War","All Time Low",0
"A Love Song","Ladyhawke",0
"A Machine Spiritual (In The People's Key)","Bright Eyes",0
"A Man And A Woman","U2",0
"A Man Don't Have To Die","Brad Paisley",0
"A Man is Not His Song","Feist",0
"A Man Like Me","Randy Houser",0
"A Man Needs To Be Told","The Charlatans UK",0
"A Man Who Was Gonna Die Young","Eric Church",0
"A Martyr for My Love for You","The White Stripes",0
"A Match Into Water","Pierce the Veil",0
"A Matter Of Time","The Killers",0
"A Message","Coldplay",0
"A Message","Kelela",0
"A Milli","Lil Wayne",1
"A Million Bucks On A Queen Motel Bed","Eric Hutchinson",0
"A Million Dreams","Ziv Zaifman",0
"A Million Hearts","Travis",0
"A Million Lights","Cheryl Cole",0
"A Million Lights","Michael W. Smith",0
"A Million Random Digits","...And You Will Know Us by the Trail of Dead",0
"A Million Stars","Andy McCluskey",0
"A Million Ways to Die","Alan Jackson",0
"A Moment Changes Everything","David Gray",0
"A Moment Like This","Kelly Clarkson",1
"A Moment of Silence","Streetlight Manifesto",0
"A Month Of Saturdays","R.E.M.",0
"A Most Profound Quiet","Alesana",0
"A New Hallelujah","Michael W. Smith",0
"A New House","Deacon Blue",0
"A New Reality","Klaxons",0
"A New Wave","Sleater-Kinney",0
"A Night Like This","Caro Emerald",0
"A Nightmare to Remember","Dream Theater",0
"A Part of Me","Neck Deep",0
"A Perfect Match","The A-Teens",0
"A Perfect Sonnet","Bright Eyes",0
"A Piece of What You Need","Teddy Thompson",0
"A Place Above","Jehnny Beth",0
"A Place For Us","Fitz and the Tantrums",0
"A Place In This World","Taylor Swift",0
"A Place Where You Belong","Bullet For My Valentine",0
"A Place With No Name","Michael Jackson",0
"A Plan Too Far","Chrissie Hynde",0
"A Pot in Which to Piss","Titus Andronicus",0
"A Praise Chorus","Jimmy Eat World",0
"A Prayer","Gordon Bahary",0
"A Prayer for Me In Silence","Flogging Molly",0
"A Proper Polish Welcome","Torres",0
"A Public Affair","Jessica Simpson",1
"A Punch-Up At A Wedding","Radiohead",0
"A Queens Story","Nas",0
"A Quick Death in Texas","Clutch",0
"A Real Good Try","Josh Kelley",0
"A Reason to Fight","Disturbed",0
"A Rite of Passage","Dream Theater",0
"A Rock","Hardy",0
"A Rock Star Bucks A Coffee Shop","Neil Young",0
"A Rose By Any Name","Blondie",0
"A Rumor Of Skin","Stone Sour",0
"A Rush Of Blood To The Head","Coldplay",0
"A Safe Place to Land","Sara Bareilles",0
"A Showman's Life","George Strait",0
"A Silent Night with You","Tori Amos",0
"A Simple Beautiful Truth","Wild Beasts",0
"A Simple Song","Chris Stapleton",0
"A Sky Full Of Stars","Coldplay",1
"A Small Spark vs. A Great Forest","Norma Jean",0
"A Snowflake Fell (And It Felt Like a Kiss)","Glasvegas",0
"A Soft Place To Land","Kathleen Edwards",0
"A Song About Love","Jake Bugg",0
"A Song for a Son","Smashing Pumpkins",0
"A Song For Her","Ruben Studdard",0
"A Song For Sleeping","Stone Temple Pilots",0
"A Song For Where I'm From","Lostprophets",0
"A Song For You","Amy Winehouse",0
"A Song For You","Whitney Houston",0
"A Sorta Fairytale","Tori Amos",0
"A Star is Born","Jay-Z",0
"A Stitch In Time","Smashing Pumpkins",0
"A Stolen Kiss","Robert Plant",0
"A Street","Leonard Cohen",0
"A Tale of 2 Citiez","J. Cole",0
"A Tattered Line of String","The Postal Service",0
"A Teardrop to the Sea","Bon Jovi",0
"A Thousand Bad Times","Post Malone",1
"A Thousand Beautiful Things","Annie Lennox",0
"A Thousand Miles","Vanessa Carlton",1
"A Thousand Million Reasons","Colin Hay",0
"A Thousand Years","Christina Perri",1
"A Thousand Years (Part Two)","Christina Perri",0
"A Time To Buy","Katie Melua",0
"A Ton of Love","Editors",0
"A Tooth For An Eye","The Knife",0
"A Town Called Jubilee","Elton John",0
"A Town Called Paradise","Tiesto",0
"A Trophy Father's Trophy Son","Sleeping with Sirens",0
"A Twist In My Story","Secondhand Serenade",0
"A Very Silent Night","SPCA",0
"A Voice In The Dark","Elvis Costello",0
"A Wake","Macklemore & Ryan Lewis",0
"A War You Cannot Win","All That Remains",0
"A Warrior's Call","Volbeat",0
"A Wasteland Companion","M. Ward",0
"A White Demon Love Song","The Killers",0
"A Whole Lot Better","Brendan Benson",0
"A Whole Lot More to Me","Craig Morgan",0
"A Willie Nice Christmas","Kacey Musgraves",0
"A Wolf Amongst Ravens","After the Burial",0
"A Wolf At The Door","Radiohead",0
"A Woman a Man Walked By/The Crow Knows Where All the Little Children Go","PJ Harvey and John Parish",0
"A Woman Like You","Lee Brice",1
"A Woman's Gotta Be Ready For Anything","Nichelle Nichols",0
"A Woman's Rant","Jo Dee Messina",0
"A Woman's Worth","Alicia Keys",1
"A Wonderful Life","Brian Fallon",0
"A World With You","Jason Mraz",0
"A World Without","Queensrÿche",0
"A Year Without Rain","Selena Gomez & The Scene",0
"A Youth Written In Fire","Snow Patrol",0
"A--hole","Eminem",0
"A-O-K","Tai Verdes",1
"A-Punk","Vampire Weekend",0
"A-Town","DJ Drama",0
"A-Yo","Lady Gaga",0
"A-Yo","Method Man & Redman",0
"A.D.","Hatebreed",0
"A.D.I.D.A.S.","Little Mix",0
"A.I.","OneRepublic",0
"A.K.A.","Jennifer Lopez",0
"A.M.","Chris Young",0
"A.M.","One Direction",1
"A.N.I.C","Sum 41",0
"A.T.W.A.","System Of A Down",0
"A&E","Clean Bandit",0
"A&E","Goldfrapp",0
"A&E","Morning Parade",0
"A$AP Forever","A$AP Rocky",0
"Aah Song","Boy Meets Girl",0
"Aaliyah","Katy B",0
"Abattoir Blues","Nick Cave & the Bad Seeds",0
"ABBY","Travis Denning",0
"ABC","Cody Simpson",0
"Abducted","Cults",0
