title,artist,date,hit,track_id,release_date,spotify.name,spotify.artists
Champions,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",2016-07-02,1,2nBI3iWLhupR7LyAJ5GGkE,2016-06-10,Champions,"['Kanye West', 'Gucci Mane', 'Big Sean', '2 Chainz', 'Travis Scott', 'Yo Gotti', 'Quavo', 'Desiigner']"
Peter Pan,Kelsea Ballerini,2016-07-02,1,2wqXQjOmQ9KoBm9Ssgt4Fo,2015-05-18,Peter Pan,['Kelsea Ballerini']
American Country Love Song,Jake Owen,2016-07-02,1,0O1x2tRm8ZpfDbcpOWZp7z,2016-07-29,American Country Love Song,['Jake Owen']
Make You Miss Me,Sam Hunt,2016-07-02,1,0xwPzLmBAYro8BUz7MrtAo,2014-10-27,Make You Miss Me,['Sam Hunt']
"Sit Still, Look Pretty",Daya,2016-07-02,1,0EGuSSpuu9wmHCtvb4PdLO,2016-10-07,"Sit Still, Look Pretty",['Daya']
Fix,Chris Lane,2016-07-02,1,6gXuwld0PRtinePSXV2Vn1,2016-07-12,Fix,['Chris Lane']
With You Tonight / Hasta El Amanecer,Nicky Jam,2016-07-02,1,2GICtNjlmq5w1XIQ9s0D9y,2017-01-20,With You Tonight (Hasta El Amanecer),['Nicky Jam']
We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,2016-07-02,1,37FXw5QGFN7uwwsLy8uAc0,2016-01-29,We Don't Talk Anymore (feat. Selena Gomez),"['Charlie Puth', 'Selena Gomez']"
Broccoli,D.R.A.M. Featuring Lil Yachty,2016-07-02,1,0O5fLzF9V8FCe0QXAi04ov,,,
Hymn For The Weekend,Coldplay,2016-07-02,1,3RiPr603aXAoi4GHyXx0uy,2015-12-04,Hymn for the Weekend,['Coldplay']
Sweatshirt,Jacob Sartorius,2016-07-02,1,0B3LaidsxjnBTUlKgKQQe5,2016-05-03,Sweatshirt,['Jacob Sartorius']
Money Longer,Lil Uzi Vert,2016-07-02,1,0B8QzDH7YWih85V5SEMnyJ,2016-05-27,Money Longer,['Lil Uzi Vert']
My PYT,Wale,2016-07-02,1,2Fe6gDE0mCZz0g98i5QpVL,2017-04-28,MY PYT,['Wale']
Toothbrush,DNCE,2016-07-02,1,7ciLq0Cip0yxiz6KANrOUq,2016-11-18,Toothbrush,['DNCE']
Different For Girls,Dierks Bentley Featuring Elle King,2016-07-02,1,5HJId22hZ2IvFnvNSy6ZbE,2016-06-10,Different For Girls,"['Dierks Bentley', 'Elle King']"
Rise,Katy Perry,2016-08-06,1,1CwNogTShsnsn1C8UhRmYX,2016-07-15,Rise,['Katy Perry']
Make Me...,Britney Spears Featuring G-Eazy,2016-08-06,1,0nUGa8WQpQqg2vzJUprEo5,2016-08-26,Make Me... (feat. G-Eazy),"['Britney Spears', 'G-Eazy']"
Heathens,twenty one pilots,2016-08-06,1,6i0V12jOa3mr6uu4WYhUBr,2016-06-16,Heathens,['Twenty One Pilots']
All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,2016-08-06,1,7nD9nN3jord9wWcfW3Gkcm,2016-05-27,All In My Head (Flex) (feat. Fetty Wap),"['Fifth Harmony', 'Fetty Wap']"
I Got The Keys,DJ Khaled Featuring Jay Z & Future,2016-08-06,1,51Nwg5wCDDiqcTntgJUlLo,2016-07-04,I Got the Keys (feat. Jay-Z & Future),"['DJ Khaled', 'JAY-Z', 'Future']"
Vice,Miranda Lambert,2016-08-06,1,4Qtw0HNKSbIRT5sWUnbRXc,2016-11-18,Vice,['Miranda Lambert']
Luv,Tory Lanez,2016-08-06,1,16Ah4QqH4mgYVXqfC4mdSd,2016-08-19,LUV,['Tory Lanez']
No Limit,Usher Featuring Young Thug,2016-08-06,1,1CDBn2Lm7E63XKQDsdCq6O,2016-09-16,No Limit (feat. Young Thug),"['Usher', 'Young Thug']"
Girls Talk Boys,5 Seconds Of Summer,2016-08-06,1,3AqhGYasXnen5PvLsHL1vc,2016-07-15,"Girls Talk Boys (from the ""Ghostbusters"" Original Motion Picture Soundtrack)",['5 Seconds of Summer']
Lockjaw,French Montana Featuring Kodak Black,2016-08-06,1,7iaw359G2XT14uTfV9feip,2016-05-27,Lockjaw (feat. Kodak Black),"['French Montana', 'Kodak Black']"
She's Got A Way With Words,Blake Shelton,2016-08-06,1,3JffB4CABj9lA0NC63kbCp,2016-05-20,She's Got a Way with Words,['Blake Shelton']
Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",2016-08-06,1,4dASQiO1Eoo3RJvt74FtXB,2016-06-24,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","['Lil Wayne', 'Wiz Khalifa', 'Imagine Dragons', 'X Ambassadors', 'Logic', 'Ty Dolla $ign']"
You & Me,Marc E. Bassy Featuring G-Eazy,2016-08-06,1,7yCqehT9dKACTFy7YugP0J,2017-10-13,You & Me,"['Marc E. Bassy', 'G-Eazy']"
Mama Said,Lukas Graham,2016-08-06,1,5ArQzSBevAdXTxRY6Ulhbq,2016-04-01,Mama Said,['Lukas Graham']
Brand New,Ben Rector,2016-08-06,1,07m8PuXxxv5J4qPEDq6ZkK,2015-08-28,Brand New,['Ben Rector']
Duele El Corazon,Enrique Iglesias Feat. Wisin or Tinashe & Javada,2016-08-06,1,5T8gItTwZ8MxsQHHTEOSGu,,,
Body Say,Demi Lovato,2016-08-06,1,7xrA11O07xo57Bbg6p4hck,2016-07-01,Body Say,['Demi Lovato']
M.I.L.F. $,Fergie,2016-08-06,1,3osQ5lSSqZb8HWRozdbVPw,2017-09-22,M.I.L.F. $,['Fergie']
Why You Always Hatin?,YG Featuring Drake & Kamaiyah,2016-08-06,1,4ezAjoV01phDz1SqO6SzEU,2016-06-17,Why You Always Hatin?,"['YG', 'Drake', 'Kamaiyah']"
Night's On Fire,David Nail,2016-08-06,1,5y2pNuAvWcPKiORZ12e44S,2016-07-15,Night's On Fire,['David Nail']
No Shopping,French Montana Featuring Drake,2016-08-06,1,43uQtNJUmlEdJtjbz6GdGL,2019-12-06,No Shopping (feat. Drake),"['French Montana', 'Drake']"
A Little More Summertime,Jason Aldean,2016-08-06,1,3esPcn43N0CytAtcY9V30C,2016-09-09,A Little More Summertime,['Jason Aldean']
You Was Right,Lil Uzi Vert,2016-08-06,1,2ANLarE8yHVsLWW21nj79M,2016-05-27,You Was Right,['Lil Uzi Vert']
"Wat U Mean (Aye, Aye, Aye)",Dae Dae,2016-08-06,1,46IdjlVO3EmaMqooXZ1Hcu,2016-03-04,"Wat U Mean (Aye, Aye, Aye)",['Dae Dae']
Sex With Me,Rihanna,2016-08-06,1,7BiELrM90hRxpozaIXbsLw,2016-01-28,Sex With Me,['Rihanna']
Lush Life,Zara Larsson,2016-08-06,1,1rIKgCH4H52lrvDcz50hS8,2017-03-17,Lush Life,['Zara Larsson']
Closer,The Chainsmokers Featuring Halsey,2016-09-03,1,7BKLCZ1jbUBVqRi2FVlTVw,2016-07-29,Closer,"['The Chainsmokers', 'Halsey']"
Cold Water,Major Lazer Featuring Justin Bieber & MO,2016-09-03,1,7zsXy7vlHdItvUSH8EwQss,2016-07-22,Cold Water,"['Major Lazer', 'Justin Bieber', 'MØ']"
Let Me Love You,DJ Snake Featuring Justin Bieber,2016-09-03,1,0lYBSQXN6rCTvUZvg9S0lU,2016-08-05,Let Me Love You,"['DJ Snake', 'Justin Bieber']"
Tiimmy Turner,Desiigner,2016-09-03,1,3NJG6vMH1ZsectZkocMEm0,2016-07-22,Tiimmy Turner,['Desiigner']
This Girl,Kungs vs Cookin' On 3 Burners,2016-09-03,1,1A8j067qyiNwQnZT0bzUpZ,2016-11-04,This Girl (Kungs Vs. Cookin' On 3 Burners),"['Kungs', ""Cookin' On 3 Burners""]"
Gangsta,Kehlani,2016-09-03,1,1W7zkKgRv9mrLbfdQ8XyH3,2016-08-05,Gangsta,['Kehlani']
Purple Lamborghini,Skrillex & Rick Ross,2016-09-03,1,6JyuJFedEvPmdWQW0PkbGJ,2016-07-22,Purple Lamborghini (with Rick Ross),"['Skrillex', 'Rick Ross']"
Setting The World On Fire,Kenny Chesney Featuring P!nk,2016-09-03,1,7AclP0W2jy6yrbvBiC4prQ,2017-04-28,Setting the World On Fire (with P!nk),"['Kenny Chesney', 'P!nk']"
Starving,Hailee Steinfeld & Grey Featuring Zedd,2016-09-03,1,4Ce37cRWvM1vIGGynKcs22,2016-07-22,Starving,"['Hailee Steinfeld', 'Grey', 'Zedd']"
It Don't Hurt Like It Used To,Billy Currington,2016-09-03,1,0iA1unTbTbDOWUSlbwJ1pS,2015-06-02,It Don't Hurt Like It Used To,['Billy Currington']
Look Alive,Rae Sremmurd,2016-09-03,1,2IGr3q6ljcpLvHDFLtI0yW,2016-08-12,Look Alive,['Rae Sremmurd']
You Look Like I Need A Drink,Justin Moore,2016-09-03,1,1TGJxtVHgPHKVt6K7sPn1T,2016-01-01,You Look Like I Need A Drink,['Justin Moore']
Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,2016-09-03,1,5uDASfU19gDxSjW8cnCaBp,2016-06-17,Chill Bill (feat. J. Davi$ & Spooks),"['Rob $tone', 'J. Davi$', 'Spooks']"
Hit Or Miss,Jacob Sartorius,2016-09-03,1,6iaJUPHLONFJ02RTeaMuy8,2016-07-25,Hit or Miss,['Jacob Sartorius']
Middle Of A Memory,Cole Swindell,2016-09-03,1,38gZVjeaeR3gcnCzziAxBm,2016-05-06,Middle of a Memory,['Cole Swindell']
Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,2016-09-03,1,5NAMZI9lVhxNa6AZp3iQVH,,,
Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",2016-09-03,1,4VJ7mnW4wjjIgPBM6KWvPu,2016-08-05,"Do You Mind (feat. Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross)","['DJ Khaled', 'Nicki Minaj', 'Chris Brown', 'August Alsina', 'Jeremih', 'Future', 'Rick Ross']"
In The Name Of Love,Martin Garrix & Bebe Rexha,2016-09-03,1,23L5CiUhw2jV1OIMwthR3S,2016-07-29,In the Name of Love,"['Martin Garrix', 'Bebe Rexha']"
1 Night,Lil Yachty,2016-09-03,1,40yJGQyEaBbIkXpwMFkXip,2016-07-05,One Night,['Lil Yachty']
Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",2016-09-03,1,0MkruAJ99HAHNc36HKkcAK,2016-07-22,Wishing,"['DJ Drama', 'Skeme', 'Lyquin', 'Chris Brown']"
Castaway,Zac Brown Band,2016-09-03,1,5sRHIWY7oREZYxTSbRybna,2015-04-28,Castaway,['Zac Brown Band']
No Money,Galantis,2016-09-03,1,6M6Tk58pQvABy6ru66dY3d,2017-09-15,No Money,['Galantis']
Rock On,Tucker Beathard,2016-09-03,1,0mdJhwmNOO1YqzuSTX4RZo,,,
Perfect Illusion,Lady Gaga,2016-10-01,1,56ZrTFkANjeAMiS14njg4E,2016-10-21,Perfect Illusion,['Lady Gaga']
Side To Side,Ariana Grande Featuring Nicki Minaj,2016-10-01,1,43bCmCI0nSgcT7QdMXY6LV,2016-05-20,Side To Side,"['Ariana Grande', 'Nicki Minaj']"
The Greatest,Sia Featuring Kendrick Lamar,2016-10-01,1,7xHWNBFm6ObGEQPaUxHuKO,2016-10-21,The Greatest (feat. Kendrick Lamar),"['Sia', 'Kendrick Lamar']"
Fade,Kanye West,2016-10-01,1,3cCxoOgfi6hgt8MNteuiiD,2016-06-10,Fade,['Kanye West']
Scars To Your Beautiful,Alessia Cara,2016-10-01,1,0prNGof3XqfTvNDxHonvdK,2015-11-13,Scars To Your Beautiful,['Alessia Cara']
OOOUUU,Young M.A,2016-10-01,1,7JYsArznYOjX2jsrT3UEnL,2017-04-27,OOOUUU,['Young M.A']
Caroline,Amine,2016-10-01,1,5hTpBe8h35rJ67eAWHQsJx,,,
I Met A Girl,William Michael Morgan,2016-10-01,1,4WtkYdCG4n80h08Ep5SmDI,2016-09-30,I Met a Girl,['William Michael Morgan']
Blue Ain't Your Color,Keith Urban,2016-10-01,1,6wycnu8FWXsj68ig7BEot9,2016-05-06,Blue Ain't Your Color,['Keith Urban']
Deja Vu,Post Malone Featuring Justin Bieber,2016-10-01,1,0H8XeaJunhvpBdBFIYi6Sh,2016-12-09,Deja Vu,"['Post Malone', 'Justin Bieber']"
Move,Luke Bryan,2016-10-01,1,6qoH2pKeEibNUG1pnJIjmZ,2015-08-07,Move,['Luke Bryan']
Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,2016-10-01,1,5oyUurs28XRagLa8lgm6V3,2016-08-19,Too Much Sauce (feat. Future & Lil Uzi Vert),"['DJ ESCO', 'Future', 'Lil Uzi Vert']"
I Know Somebody,LOCASH,2016-10-01,1,6pyshZbArprWRBXLbYVPO9,2016-06-17,I Know Somebody,['LOCASH']
May We All,Florida Georgia Line Featuring Tim McGraw,2016-10-01,1,498ZVInMGDkmmNVpSWqHiZ,2016-08-26,May We All,"['Florida Georgia Line', 'Tim McGraw']"
Sleep Without You,Brett Young,2016-10-01,1,6zkHymyoD3tIqV7RwCAYUw,2017-02-10,Sleep Without You,['Brett Young']
Grass Ain't Greener,Chris Brown,2016-10-01,1,7k802XMtsF57i4WS2M2MGg,2017-10-31,Grass Ain't Greener,['Chris Brown']
Black Beatles,Rae Sremmurd Featuring Gucci Mane,2016-10-01,1,6fujklziTHa8uoM5OQSfIo,2016-08-12,Black Beatles,"['Rae Sremmurd', 'Gucci Mane']"
X,21 Savage & Metro Boomin Featuring Future,2016-10-01,1,6fwdbPMwP1zVStm8FybmkO,2016-07-15,X (feat. Future),"['21 Savage', 'Metro Boomin', 'Future']"
Starboy,The Weeknd Featuring Daft Punk,2016-11-05,1,7MXVkk9YMctZqd1Srtv4MB,2016-11-25,Starboy,"['The Weeknd', 'Daft Punk']"
24K Magic,Bruno Mars,2016-11-05,1,6b8Be6ljOzmkOmFslEb23P,2016-11-17,24K Magic,['Bruno Mars']
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,2016-11-05,1,1nueTG77MzNkJTKQ0ZdGzT,2018-06-15,Don't Wanna Know (feat. Kendrick Lamar),"['Maroon 5', 'Kendrick Lamar']"
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,2016-11-05,1,1lItf5ZXJc1by9SbPeljFd,2016-09-30,Juju on That Beat (TZ Anthem),"['Zay Hilfigerrr', 'Zayion McCall']"
My Way,Calvin Harris,2016-11-05,1,1vvNmPOiUuyCbgWmtc6yfm,2016-09-16,My Way,['Calvin Harris']
All We Know,The Chainsmokers Featuring Phoebe Ryan,2016-11-05,1,2rizacJSyD9S1IQUxUxnsK,2016-09-29,All We Know,"['The Chainsmokers', 'Phoebe Ryan']"
All Time Low,Jon Bellion,2016-11-05,1,0SuLAslEMFZAXf0SwY7syi,2016-06-10,All Time Low,['Jon Bellion']
This Town,Niall Horan,2016-11-05,1,0qvzXomUDJVaUboy2wMfiS,2017-10-20,This Town,['Niall Horan']
HandClap,Fitz And The Tantrums,2016-11-05,1,4qRaZYiaOsSvWC7VgcxrI0,2017-07-24,HandClap,['Fitz and The Tantrums']
False Alarm,The Weeknd,2016-11-05,1,4oeaIftdpT3JuZLcCkKmVE,2016-11-25,False Alarm,['The Weeknd']
Song For Another Time,Old Dominion,2016-11-05,1,7px4t7HGiuMUvFkEOpZEwp,2015-11-06,Song for Another Time,['Old Dominion']
Key To The Streets,YFN Lucci Featuring Migos & Trouble,2016-11-05,1,0bHDsbWkPSJ01adXfObBzJ,2016-02-17,Key to the Streets,"['YFN Lucci', 'Migos', 'Trouble']"
Blow Your Mind (Mwah),Dua Lipa,2016-11-05,1,7kJlTKjNZVT26iwiDUVhRm,2016-08-26,Blow Your Mind (Mwah),['Dua Lipa']
Dirty Laundry,Carrie Underwood,2016-11-05,1,5qRRiqndqXaq2QBudIrkYU,2015-10-23,Dirty Laundry,['Carrie Underwood']
Fresh Eyes,Andy Grammer,2016-11-05,1,5NDUXbMwcnTQp66tI2zcdR,2017-12-01,Fresh Eyes,['Andy Grammer']
Wanna Be That Song,Brett Eldredge,2016-11-05,1,1XazlqB4YAtvouCmJPWXlM,2015-09-11,Wanna Be That Song,['Brett Eldredge']
Capsize,Frenship & Emily Warren,2016-11-05,1,2XMTqoHHSH0lvuXrvIEdco,2016-09-02,Capsize,"['FRENSHIP', 'Emily Warren']"
All Eyez,The Game Featuring Jeremih,2016-11-05,1,1oMu5b1F3GbswqbqzhwhTV,2016-10-14,All Eyez (feat. Jeremih),"['The Game', 'Jeremih']"
Bad Things,Machine Gun Kelly x Camila Cabello,2016-11-05,1,1mGo7MnaIQ9Bfp1nJDCi1z,,,
Mercy,Shawn Mendes,2016-11-05,1,0AS63m1wHv9n4VVRizK6Hc,2017-04-20,Mercy,['Shawn Mendes']
Ain't My Fault,Zara Larsson,2016-11-05,1,0ADG9OgdVTL7fgREP75BrZ,2017-03-17,Ain't My Fault,['Zara Larsson']
CRZY,Kehlani,2016-11-05,1,6Dwtha2FtZFoMEBh5GR2sq,2017-01-27,CRZY,['Kehlani']
Alone,Marshmello,2016-11-05,1,3MEYFivt6bilQ9q9mFWZ4g,2016-05-13,Alone,['Marshmello']
80s Mercedes,Maren Morris,2016-11-05,1,58spuRyMUsjKHQHEGwLC99,2017-03-17,80s Mercedes,['Maren Morris']
My Sh*t,A Boogie Wit da Hoodie,2016-11-05,1,5uQOauh47VFt3B2kV9kRXw,,,
How I'll Always Be,Tim McGraw,2016-11-05,1,2ZekuYUoEIBrUwHOY0gcgB,2015-01-01,How I'll Always Be,['Tim McGraw']
Goosebumps,Travis Scott,2016-11-05,1,6gBFPUFcJLzWGx4lenP6h2,2016-09-16,goosebumps,['Travis Scott']
Fake Love,Drake,2016-12-03,1,343YBumqHu19cGoGARUTsd,2017-03-18,Fake Love,['Drake']
Used To This,Future Featuring Drake,2016-12-03,1,3V8sM5OOG6YfDuDLa2IIYJ,2016-11-04,Used to This (feat. Drake),"['Future', 'Drake']"
Love Me Now,John Legend,2016-12-03,1,6nxQdXa1uAL0rY72wPZu89,2016-12-02,Love Me Now,['John Legend']
Sneakin',Drake Featuring 21 Savage,2016-12-03,1,4ckuS4Nj4FZ7i3Def3Br8W,2016-10-24,Sneakin’,"['Drake', '21 Savage']"
Love On The Brain,Rihanna,2016-12-03,1,5oO3drDxtziYU2H1X23ZIp,2016-01-28,Love On The Brain,['Rihanna']
Hallelujah,Pentatonix,2016-12-03,1,0HZk0QsXPhMNAWNDR3rYE8,2017-12-06,Hallelujah,['Pentatonix']
Hallelujah,Leonard Cohen,2016-12-03,1,7yzbimr8WVyAtBX3Eg6UL9,1984-12-11,Hallelujah,['Leonard Cohen']
Bounce Back,Big Sean,2016-12-03,1,0SGkqnVQo9KPytSri1H6cF,2017-02-03,Bounce Back,['Big Sean']
No Heart,21 Savage & Metro Boomin,2016-12-03,1,4gmmRb6bZJffOOiww1JGTO,2016-07-15,No Heart,"['21 Savage', 'Metro Boomin']"
Me And Your Mama,Childish Gambino,2016-12-03,1,31tf1qEai5o5f4r66Kd0pU,2016-12-02,Me and Your Mama,['Childish Gambino']
Better Man,Little Big Town,2016-12-03,1,23TxRN09aR1RB0G0tFoT0b,2017-02-24,Better Man,['Little Big Town']
Say You Won't Let Go,James Arthur,2016-12-03,1,6sHpXxCr4ZVnFv0C2VLvZn,2019-04-18,Say You Won’t Let Go - Acoustic Cover,"['James Arthur', 'Kate Nite']"
Bad And Boujee,Migos Featuring Lil Uzi Vert,2016-12-03,1,4Km5HrUvYTaSUfiSGPJeQR,2017-01-27,Bad and Boujee (feat. Lil Uzi Vert),"['Migos', 'Lil Uzi Vert']"
We The People....,A Tribe Called Quest,2016-12-03,1,3wUX7HpXS382s1DHTRouVk,2016-11-11,We The People....,['A Tribe Called Quest']
Star Of The Show,Thomas Rhett,2016-12-03,1,63OQWdXMq0Pe6pRpWY5gO0,2016-10-28,Star Of The Show,['Thomas Rhett']
What They Want,Russ,2016-12-03,1,3pndPhlQWjuSoXhcIIdBjv,2017-05-05,What They Want,['Russ']
Litty,Meek Mill Featuring Tory Lanez,2016-12-03,1,5J5PXmMdQ2nh1lZOal8KmK,2016-10-28,Litty (feat. Tory Lanez),"['Meek Mill', 'Sound M.O.B.', 'Tory Lanez']"
Setting Fires,The Chainsmokers Featuring XYLO,2016-12-03,1,2PC9Tl8SWVO2yhDDtJcrAi,2016-11-04,Setting Fires,"['The Chainsmokers', 'XYLØ']"
Selfish,PnB Rock,2016-12-03,1,2xbI8Vmyv3TkpTdywpPyNw,2017-01-13,Selfish,['PnB Rock']
PPAP (Pen-Pineapple-Apple-Pen),PIKOTARO,2016-12-03,1,4VrfC9PJpzTgHs8HRhPPzM,2018-07-13,PPAP(Pen-Pineapple-Apple-Pen) - Long ver.,['PIKOTARO']
Water Under The Bridge,Adele,2016-12-03,1,4jL6WWKFDqCOPo2hC3VhSS,2015-11-20,Water Under the Bridge,['Adele']
Shout Out To My Ex,Little Mix,2016-12-03,1,0ErK6K0kYr0Ow2RkPMhmMs,2016-11-18,Shout Out to My Ex,['Little Mix']
Greenlight,Pitbull Featuring Flo Rida & LunchMoney Lewis,2016-12-03,1,2q95XoeFGixx8b5LNF6Ey1,2016-07-22,Greenlight (feat. Flo Rida & LunchMoney Lewis),"['Pitbull', 'Flo Rida', 'LunchMoney Lewis']"
A Guy With A Girl,Blake Shelton,2016-12-03,1,5sjIhQzNljMVrDklI91ezp,2016-05-20,A Guy with a Girl,['Blake Shelton']
Call On Me,Starley,2016-12-03,1,2L6orAlH8tBhiFTumIfMyF,2016-10-18,Call on Me - Ryan Riback Remix,"['Starley', 'Ryan Riback']"
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,2016-12-31,1,274ZEtKJZ9GXxqyzP7zpVA,,,
Deja Vu,J. Cole,2016-12-31,1,6I6NX6tjGsxFAsIfGzY9lJ,2016-12-09,Deja Vu,['J. Cole']
Immortal,J. Cole,2016-12-31,1,6AGON2BGdPmPMJGiiNuuwl,2016-12-09,Immortal,['J. Cole']
Neighbors,J. Cole,2016-12-31,1,0utlOiJy2weVl9WTkcEWHy,2016-12-09,Neighbors,['J. Cole']
Change,J. Cole,2016-12-31,1,3pjUyVbFmM96tYhSaKJwTt,2016-12-09,Change,['J. Cole']
She's Mine Pt. 1,J. Cole,2016-12-31,1,0HtOJj7Kl74s1Ngf3MWeif,2016-12-09,She's Mine Pt. 1,['J. Cole']
For Whom The Bell Tolls,J. Cole,2016-12-31,1,3MWlVSkoLS1e66nlZ2tuWJ,2016-12-09,For Whom The Bell Tolls,['J. Cole']
Ville Mentality,J. Cole,2016-12-31,1,2z3joGXrdGL2iEjIKQTiN1,2016-12-09,Ville Mentality,['J. Cole']
4 Your Eyez Only,J. Cole,2016-12-31,1,1vvnYpYEMVB4aq9I6tHIEB,2016-12-09,4 Your Eyez Only,['J. Cole']
Foldin Clothes,J. Cole,2016-12-31,1,77IAeEz8LEchPN8UNjaTJ2,2016-12-09,Foldin Clothes,['J. Cole']
I Feel It Coming,The Weeknd Featuring Daft Punk,2016-12-31,1,3dhjNA0jGA8vHBQ1VdD6vV,2016-11-25,I Feel It Coming,"['The Weeknd', 'Daft Punk']"
She's Mine Pt. 2,J. Cole,2016-12-31,1,5rmcjZTrE9JR1YrbNZDFNW,2016-12-09,She's Mine Pt. 2,['J. Cole']
Jingle Bell Rock,Bobby Helms,2016-12-31,1,7vQbuQcyTflfCIOu3Uzzya,1957-12-02,Jingle Bell Rock,['Bobby Helms']
Just Hold On,Steve Aoki & Louis Tomlinson,2016-12-31,1,508oFmt92FyICj6pZiWQwC,2018-11-09,Just Hold On,"['Steve Aoki', 'Louis Tomlinson']"
Party Monster,The Weeknd,2016-12-31,1,4F7A0DXBrmUAkp32uenhZt,2016-11-25,Party Monster,['The Weeknd']
False Prophets,J. Cole,2016-12-31,1,0eneujAc4PxkdjP25Gsue1,2016-12-06,False Prophets,['J. Cole']
Everybody Dies,J. Cole,2016-12-31,1,1wIQtB3UQ1TfjNMZZqO6eh,2016-12-06,everybody dies,['J. Cole']
Million Reasons,Lady Gaga,2016-12-31,1,7dZ1Odmx9jWIweQSatnRqo,2016-10-21,Million Reasons,['Lady Gaga']
How Far I'll Go,Auli'i Cravalho,2016-12-31,1,6Hc9ElmNY1ckzNae0H5Tjg,,,
Darlin' Don't Go,Sundance Head,2016-12-31,1,0qfpNzOaft5GMbxGnXfCOJ,2016-12-14,Darlin’ Don’t Go - The Voice Performance,['Sundance Head']
Chantaje,Shakira Featuring Maluma,2016-12-31,1,6mICuAdrwEjh6Y6lroV2Kg,2017-05-26,Chantaje (feat. Maluma),"['Shakira', 'Maluma']"
Redbone,Childish Gambino,2016-12-31,1,0wXuerDYiBnERgIpbb3JBR,2016-12-02,Redbone,['Childish Gambino']
Reminder,The Weeknd,2016-12-31,1,37F0uwRSrdzkBiuj0D5UHI,2016-11-25,Reminder,['The Weeknd']
Six Feet Under,The Weeknd,2016-12-31,1,4mU5iXHeLgbR94siF7p1sY,2016-11-25,Six Feet Under,['The Weeknd']
Sidewalks,The Weeknd Featuring Kendrick Lamar,2016-12-31,1,4h90qkbnW1Qq6pBhoPvwko,2016-11-25,Sidewalks,"['The Weeknd', 'Kendrick Lamar']"
Congratulations,Post Malone Featuring Quavo,2016-12-31,1,3a1lNhkSLSkpJE4MSHpDu9,2016-12-09,Congratulations,"['Post Malone', 'Quavo']"
Play That Song,Train,2016-12-31,1,77hjM9bMmgfTGJXv14UFmi,2017-01-27,Play That Song,['Train']
At Last,Sundance Head,2016-12-31,1,6FDqlXpko4R2CW2id2IK2T,2016-12-14,At Last - The Voice Performance,['Sundance Head']
Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,2016-12-31,1,5knuzwU65gJK7IF5yJsuaW,2016-10-21,Rockabye (feat. Sean Paul & Anne-Marie),"['Clean Bandit', 'Sean Paul', 'Anne-Marie']"
Dirt On My Boots,Jon Pardi,2016-12-31,1,7f08qp3HROTkfrtNpiYGGo,2016-05-13,Dirt On My Boots,['Jon Pardi']
Die For You,The Weeknd,2016-12-31,1,2Ch7LmS7r2Gy2kc64wv3Bz,2016-11-25,Die For You,['The Weeknd']
How Far I'll Go,Alessia Cara,2016-12-31,1,1ehPJRt49h6N0LoryqKZXq,2016-11-18,How Far I'll Go - Alessia Cara Version,['Alessia Cara']
You're Welcome,Dwayne Johnson,2016-12-31,1,6U4VqEHy4n5VeiH4pQPL24,2016-11-18,You're Welcome,['Dwayne Johnson']
Shape Of You,Ed Sheeran,2017-02-04,1,7qiZfU4dY1lWllzX7mPBI3,2017-03-03,Shape of You,['Ed Sheeran']
Paris,The Chainsmokers,2017-02-04,1,15vzANxN8G9wWfwAJLLMCg,2017-01-13,Paris,['The Chainsmokers']
Castle On The Hill,Ed Sheeran,2017-02-04,1,6PCUP3dWmTjcTtXY02oFdT,2017-03-03,Castle on the Hill,['Ed Sheeran']
iSpy,KYLE Featuring Lil Yachty,2017-02-04,1,2EEeOnHehOozLq4aS0n6SL,2016-12-02,iSpy (feat. Lil Yachty),"['KYLE', 'Lil Yachty']"
T-Shirt,Migos,2017-02-04,1,7KOlJ92bu51cltsD9KU5I7,2017-01-27,T-Shirt,['Migos']
Both,Gucci Mane Featuring Drake,2017-02-04,1,5tFep7dXGd7vEJ668wTPux,2016-12-16,Both (feat. Drake),"['Gucci Mane', 'Drake']"
